instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,1.531226,1.863719,2.228571,1.863598,2.238603,2.816624,1200.000000,New,4,1960,140,4
1,20.221439,21.934280,21.934280,24.620477,34.000000,34.000000,34.000000,0.050925,0.273071,0.670751,0.273079,0.678152,1.447097,1200.000000,Old,4,2468,210,4
2,20.642129,22.714342,22.714342,25.387543,34.000000,34.000000,34.000000,0.059152,0.388642,0.763634,0.388645,0.771229,1.279422,1200.000000,Old,4,1832,104,4
3,20.284541,22.537880,22.537880,25.359740,34.000000,34.000000,34.000000,0.056591,0.266908,0.640054,0.266912,0.647154,1.340774,1200.000000,Old,4,2191,178,4
4,20.482799,22.680130,22.680130,25.228809,30.000000,30.000000,30.000000,0.058199,0.194858,0.591387,0.194871,0.602531,0.805032,1200.000000,Old,4,1192,32,4
5,20.813863,22.537880,22.537880,25.546419,34.000000,34.000000,34.000000,0.050796,0.471500,0.877165,0.471511,0.887468,1.459238,1200.000000,Old,4,2150,116,4
6,21.254888,23.428749,23.428749,25.985648,34.000000,34.000000,34.000000,0.060538,0.291006,0.684629,0.291019,0.691187,1.215060,1200.000000,Old,4,1653,108,4
7,20.416838,22.327022,22.327022,24.530281,34.000000,34.000000,34.000000,0.053098,0.510650,0.924180,0.510660,0.932642,1.799700,1200.000000,Old,4,2510,212,4
8,20.393582,22.175570,22.175570,25.041385,34.000000,34.000000,34.000000,0.066579,0.232607,0.614856,0.232623,0.622404,1.175250,1200.000000,Old,4,1913,110,4
9,20.326263,22.028729,22.028729,25.194488,34.000000,34.000000,34.000000,0.059011,0.247903,0.653030,0.247906,0.661702,1.261896,1200.000000,Old,4,2201,160,4
10,20.938097,22.621459,21.283840,25.915238,31.000000,31.000000,31.000000,0.053809,0.139141,0.544089,0.139146,0.549960,0.821187,1200.000000,Old,4,1415,48,4
