instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,186459.009372,185508.311955,186706.270439,186706.270439,188182.000000,188182.000000,15.995498,19.438998,20.373369,19.438868,19.438812,20.381327,1200.000000,New,16,385,0,31
1,184120.355247,186540.905073,185905.377522,186982.397636,186982.397636,188500.600000,188500.600000,41.567179,44.533770,44.994457,44.533786,44.533786,45.001419,1200.000000,New,16,185,0,39
2,183975.692175,186431.024710,185706.545843,187132.006196,187132.006196,188242.100000,188242.100000,11.416158,13.921830,14.580921,13.921840,13.921838,14.588082,1200.000000,New,16,351,0,35
3,183964.132000,186834.468116,185654.589165,186584.549092,186584.549092,188183.000000,188183.000000,12.097574,15.877149,16.259396,15.877166,15.877165,16.266048,1200.000000,New,16,157,0,28
4,184744.565200,187215.955039,185165.100007,187403.103307,187403.103307,189215.300000,189215.300000,100.686169,104.166125,105.334353,104.166142,104.166141,105.341492,1200.000000,New,16,502,0,26
5,180998.836679,184168.875766,183504.444821,184373.838994,184373.838994,185398.100000,185398.100000,71.818691,73.944430,74.865242,73.944444,73.944442,74.873582,1200.000000,New,16,350,0,42
6,183151.888410,186088.238047,185056.021094,186386.333389,186386.333389,187571.500000,187571.500000,13.071294,15.226021,16.432681,15.226040,15.226039,16.442840,1200.000000,New,16,401,0,27
7,183247.027318,186106.066064,185377.502095,186306.374496,186306.374496,187605.000000,187605.000000,72.318049,75.285144,76.348226,75.285150,75.285145,76.356214,1200.000000,New,16,375,0,28
8,183706.760304,186171.219184,184640.634483,187051.139809,187051.139809,188077.200000,188077.200000,12.427972,15.758481,18.650283,15.758497,15.758496,18.660352,1200.000000,New,16,1429,0,28
9,183991.249556,186092.491980,185619.168048,186815.307063,186815.307063,188368.100000,188368.100000,61.856015,65.158188,66.335019,65.158204,65.158204,66.342528,1200.000000,New,16,286,0,27
10,183465.011815,185625.156383,184556.277395,186741.304425,186741.304425,187948.200000,187948.200000,62.724258,64.603182,65.737622,64.603198,64.603197,65.745339,1200.000000,New,16,491,0,30
