lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
183975.539693,184727.732157,184345.962550,186683.154128,188182.000000,188182.000000,188182.000000,4.743801,8.208189,9.229144,8.208206,9.479014,16.088894,300.000000,New,4,5547,172,5
184120.355247,184844.398339,184464.448099,187381.552661,188500.600000,188500.600000,188500.600000,1.485410,4.432541,8.177203,4.432545,8.448178,14.150749,300.000000,New,4,5333,120,4
183975.692175,184848.332173,184462.146566,186877.705923,188242.100000,188242.100000,188242.100000,10.534416,13.065424,13.712311,13.065432,13.874123,17.782963,300.000000,New,4,3290,60,6
183964.132000,184841.467322,184323.721904,186449.387336,188183.000000,188183.000000,188183.000000,5.111271,8.906200,9.470079,8.906215,9.645768,15.148344,300.000000,New,4,5510,156,6
184744.565200,185482.025295,185482.025295,187083.198457,189215.300000,189215.300000,189215.300000,5.672019,9.145387,10.154799,9.145402,10.392013,25.248651,300.000000,New,4,13220,508,6
180998.836679,181851.108161,181851.075737,184119.164152,185250.000000,185398.100000,185250.000000,4.993296,7.098748,8.449232,7.098753,13.671798,15.356480,300.000000,New,4,5112,176,4
183151.888410,183896.654249,183896.654249,185529.204525,187571.500000,187571.500000,187571.500000,6.277903,8.447204,12.104418,8.447221,12.340141,22.847936,300.000000,New,4,7942,246,5
183247.027318,184080.591511,184066.870074,185873.943579,187605.000000,187605.000000,187605.000000,8.369852,11.330903,11.845652,11.330907,11.916005,33.702468,300.000000,New,4,13050,672,4
183706.760304,185023.665987,184506.759587,186836.213066,188077.200000,188077.200000,188077.200000,1.717379,5.059095,5.890421,5.059102,6.028473,22.458212,300.000000,New,4,17087,590,7
183991.249556,184450.847176,184450.847176,186780.081487,188368.100000,188368.100000,188368.100000,2.462181,5.739201,6.755271,5.739207,6.886217,16.968397,300.000000,New,4,9758,344,4
183465.011815,184315.410827,184315.410827,186530.346396,187948.200000,187948.200000,187948.200000,9.599848,11.473994,12.414241,11.474001,12.508149,27.044290,300.000000,New,4,9074,332,7
