lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
100.878750,102.190000,100.947550,109.621403,115.497413,122.000000,119.000000,2.611440,3.063819,4.605211,3.063828,250.430361,301.817054,300.000000,New,4,188732,15533,4
99.878750,100.940000,100.038750,109.633624,114.722975,124.000000,120.000000,0.701074,1.141900,3.240513,1.141912,131.068043,301.039782,300.000000,Old,4,164359,16852,4
101.628750,102.690000,101.788750,111.866956,116.260275,126.000000,122.000000,0.610828,1.140509,3.484948,1.140511,3.814380,302.367594,300.000000,Old,4,167863,18273,4
101.753750,103.017500,101.877047,111.150449,115.346250,127.000000,122.000000,1.056184,1.591041,3.950848,1.591056,4.050129,301.294215,300.000000,Old,4,150516,17834,4
100.753750,102.072500,101.170572,115.269361,117.913150,129.000000,119.000000,0.992899,1.412178,3.786334,1.412181,283.126576,300.351159,300.000000,Old,4,194591,14292,4
101.253750,102.678750,101.345650,110.578219,115.457390,125.000000,119.000000,0.690138,1.369504,3.303558,1.369512,7.629344,301.827057,300.000000,Old,4,197421,16012,4
102.003750,103.267500,102.103029,114.709182,117.421708,126.000000,119.000000,1.529630,2.107111,4.226862,2.107124,10.019895,300.946045,300.000000,Old,4,185058,12715,4
100.628750,101.940000,100.905528,110.364490,114.782409,124.000000,118.000000,0.714740,1.253711,4.020290,1.253714,18.818651,302.241890,300.000000,Old,4,175496,15973,4
101.253750,102.612500,101.413750,112.742442,116.685348,122.000000,121.000000,0.720159,1.178649,3.261709,1.178654,3.354410,301.174162,300.000000,Old,4,191373,16029,4
100.878750,102.190000,101.038750,112.764090,116.234409,127.000000,121.000000,0.744742,1.200720,3.126909,1.200724,3.492503,301.123128,300.000000,Old,4,188821,15941,4
100.753750,101.910000,101.049381,114.943395,118.178683,128.000000,120.000000,0.708563,1.218837,3.145470,1.218841,3.622402,300.838892,300.000000,Old,4,190514,16387,4
