instanceIndex,primalBounds,dualBounds,times
0,17928.000000,9962.000000,5.935268
0,15348.000000,9962.000000,7.374605
0,15348.000000,9962.000000,8.542967
0,15207.000000,9962.000000,9.393321
0,15207.000000,9962.000000,10.085272
0,15207.000000,9962.000000,11.364183
0,15207.000000,9962.000000,12.538382
0,15207.000000,9962.000000,13.830797
0,15207.000000,9962.000000,14.860368
0,15207.000000,9962.000000,15.845869
0,15207.000000,9962.000000,17.235726
0,15207.000000,9962.000000,18.772513
0,15207.000000,9962.000000,19.880881
0,15207.000000,9962.000000,20.499404
0,15207.000000,9962.000000,21.157342
0,15207.000000,9962.000000,21.848448
0,15207.000000,9962.000000,22.487819
0,15207.000000,9962.000000,23.482297
0,15207.000000,9962.000000,24.789989
0,15207.000000,9962.000000,26.122539
0,15207.000000,9962.000000,27.275634
0,15207.000000,9962.000000,28.567954
0,15207.000000,9962.000000,29.717694
0,15207.000000,9962.000000,30.865259
0,15207.000000,9962.000000,32.052987
0,15207.000000,9962.000000,33.187196
0,15207.000000,9962.000000,34.470086
0,15207.000000,9962.000000,35.742836
0,15207.000000,9962.000000,36.800523
0,15207.000000,9962.000000,38.087107
0,15207.000000,9962.000000,39.382660
0,15207.000000,9962.000000,40.678014
0,15207.000000,9962.000000,41.883933
0,15207.000000,9962.000000,42.991155
0,15207.000000,9962.000000,44.135128
0,15207.000000,9962.000000,45.343326
0,15207.000000,9962.000000,46.575464
0,15207.000000,9962.000000,47.831505
0,15207.000000,9962.000000,49.097185
0,15207.000000,9962.000000,50.205660
0,15207.000000,9962.000000,51.356116
0,15207.000000,9962.000000,52.590877
0,15207.000000,9962.000000,53.862357
0,15207.000000,9962.000000,55.027342
0,15207.000000,9962.000000,56.062969
0,15207.000000,9962.000000,57.303930
0,15207.000000,9962.000000,58.406644
0,15207.000000,9962.000000,59.530587
0,15207.000000,9962.000000,60.576452
0,15207.000000,9962.000000,61.762404
0,15207.000000,9962.000000,62.969220
0,15207.000000,9962.000000,64.263936
0,15207.000000,9962.000000,65.663039
0,15207.000000,9962.000000,66.642116
0,15207.000000,9962.000000,67.787032
0,15207.000000,9962.000000,68.896422
0,15207.000000,9962.000000,69.930207
0,15207.000000,9962.000000,71.082213
0,15207.000000,9962.000000,72.242614
0,15207.000000,9962.000000,73.185697
0,15207.000000,9962.000000,74.142401
0,15207.000000,9962.000000,75.243728
0,15207.000000,9962.000000,76.167333
0,15207.000000,9962.000000,77.137427
0,15207.000000,9962.000000,78.228185
0,15207.000000,9962.000000,79.363475
0,15207.000000,9962.000000,80.345942
0,15207.000000,9962.000000,81.460743
0,15207.000000,9962.000000,82.696355
0,15207.000000,9962.000000,83.788651
0,15207.000000,9962.000000,85.091055
0,15207.000000,9962.000000,86.166799
0,15207.000000,9962.000000,87.345731
0,15207.000000,9962.000000,88.494732
0,15207.000000,9962.000000,89.544844
0,15207.000000,9962.000000,90.725422
0,15207.000000,9962.000000,91.818813
0,15207.000000,9962.000000,92.803519
0,15207.000000,9962.000000,93.663433
0,15207.000000,9962.000000,94.786868
0,15207.000000,9962.000000,95.873287
0,15207.000000,9962.000000,96.891860
0,15207.000000,9962.000000,97.941855
0,15207.000000,9962.000000,98.829660
0,15207.000000,9962.000000,99.833502
0,15207.000000,9962.000000,100.816012
0,15207.000000,9962.000000,101.856245
0,15207.000000,9962.000000,102.898518
0,15207.000000,9962.000000,104.019385
0,15207.000000,9962.000000,104.927261
0,15207.000000,9962.000000,105.816428
0,15207.000000,9962.000000,106.678823
0,15207.000000,9962.000000,107.479312
0,15207.000000,9962.000000,108.420793
0,15207.000000,9962.000000,109.274994
0,15207.000000,9962.000000,110.100710
0,15207.000000,9962.000000,111.298584
0,15207.000000,9962.000000,112.378373
0,15207.000000,9962.000000,113.345465
0,15207.000000,9962.000000,114.232594
0,15207.000000,9962.000000,115.273286
0,15207.000000,9962.000000,116.283306
0,15005.000000,9962.000000,117.650218
0,15005.000000,9962.000000,118.837623
0,15005.000000,9962.000000,120.056100
0,15005.000000,9962.000000,121.236712
0,15005.000000,9962.000000,122.231537
0,15005.000000,9962.000000,123.125455
0,14923.000000,9962.000000,124.205649
0,14923.000000,9962.000000,125.377455
0,14923.000000,9962.000000,126.535116
0,14923.000000,9962.000000,127.758897
0,14923.000000,9962.000000,128.844106
0,14923.000000,9962.000000,130.074395
0,14923.000000,9962.000000,131.354192
0,14923.000000,9962.000000,132.437316
0,14923.000000,9962.000000,133.547149
0,14923.000000,9962.000000,134.541560
0,14923.000000,9962.000000,135.540983
0,14923.000000,9962.000000,136.433537
0,14923.000000,9962.000000,137.488895
0,14923.000000,9962.000000,138.438596
0,14923.000000,9962.000000,139.442056
0,14923.000000,9962.000000,140.321399
0,14923.000000,9962.000000,141.111766
0,14923.000000,9962.000000,141.978854
0,14923.000000,9962.000000,142.936556
0,14923.000000,9962.000000,143.730092
0,14923.000000,10387.571429,144.964171
0,14923.000000,10529.499970,147.309559
0,14923.000000,10584.499969,149.311657
0,14923.000000,10653.857100,151.286364
0,14923.000000,10681.535686,153.028798
0,14923.000000,10686.142794,154.771528
0,14923.000000,10696.571401,156.445080
0,14923.000000,10703.571429,158.231999
0,14923.000000,10714.000000,160.077892
0,14923.000000,10718.214286,161.914857
0,14923.000000,10727.965695,163.864895
0,14923.000000,10737.142857,165.662162
0,14923.000000,10746.809524,167.523156
0,14923.000000,10757.142828,169.428684
0,14923.000000,10764.000000,171.116826
0,14923.000000,10772.242124,172.906090
0,14923.000000,10780.714286,174.588962
0,14923.000000,10791.650782,176.394757
0,14923.000000,10799.523810,178.251862
0,14923.000000,10803.999956,179.871540
0,14923.000000,10809.142857,181.704865
0,14923.000000,10815.500000,183.290777
0,14923.000000,10818.571391,185.219373
0,14923.000000,10825.238095,186.995322
0,14761.000000,10827.107143,188.248391
0,14761.000000,10827.107143,189.784673
0,14761.000000,10827.107143,191.095383
0,14761.000000,10827.107143,192.399366
0,14761.000000,10827.107143,193.866674
0,14761.000000,10827.107143,195.296813
0,14761.000000,10827.107143,196.848098
0,14761.000000,10827.107143,198.270673
0,14761.000000,10827.107143,199.712929
0,14761.000000,10827.107143,201.050194
0,14761.000000,10827.107143,202.457848
0,14761.000000,10827.107143,204.007324
0,14761.000000,10834.714286,205.677204
0,14761.000000,10840.047619,207.574401
0,14761.000000,10843.180378,209.458130
0,14761.000000,10849.367347,211.313267
0,14761.000000,10852.714286,213.115509
0,14761.000000,10860.523769,214.800188
0,14761.000000,10864.714286,216.405421
0,14761.000000,10870.928571,218.109759
0,14761.000000,10877.166644,219.979934
0,14761.000000,10883.957950,221.783361
0,14761.000000,10888.000000,223.543697
0,14761.000000,10895.071429,225.187601
0,14761.000000,10900.866667,226.879775
0,14761.000000,10903.142830,228.862547
0,14761.000000,10908.190449,230.681724
