instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,187492.196196,184778.476729,186812.699003,186812.699003,188182.000000,188182.000000,29.785751,33.242881,35.509751,33.242759,33.242705,35.518544,1200.000000,New,64,1052,0,112
1,17835.080273,17836.279541,17835.080273,17835.080273,17835.080273,0.000000,17918.116667,8.603285,0.000000,8.912905,8.910165,8.910164,8.912897,1200.000000,Farkas,64,0,0,112
2,13074.507887,13074.507887,13074.507887,13074.507887,13469.730149,13469.730149,13469.730149,7.036422,7.638403,7.654879,7.638412,7.660245,7.667215,1200.000000,Farkas,64,14,2,112
3,12365.124259,12365.124259,12365.124259,12365.124259,12365.124259,0.000000,12365.124259,13.004869,0.000000,13.036969,13.034297,13.034293,13.036950,1200.000000,Farkas,64,0,0,112
4,33931.740821,34008.230976,33931.740821,36938.156601,36938.156601,37085.270833,37085.270833,8.646351,9.513648,9.822328,9.513658,9.513653,9.825446,1200.000000,Farkas,64,57,0,112
5,28192.355195,28359.331497,28192.355195,33006.429914,35940.205556,35940.205556,35940.205556,8.544655,9.859130,10.032839,9.859137,10.067292,10.440188,1200.000000,Farkas,64,419,12,112
6,33665.039847,34438.145295,33665.039847,33884.170994,34630.475000,34630.475000,34630.475000,12.163954,12.526125,12.562090,12.526137,12.573910,12.669406,1200.000000,Farkas,64,80,6,112
7,9462.757031,9462.757031,9462.757031,9462.757031,9462.757031,0.000000,9462.757031,8.097238,0.000000,8.128800,8.126182,8.126176,8.128779,1200.000000,Farkas,64,0,0,112
8,20867.893233,20890.723337,20867.893233,21092.989588,21092.989588,21233.441667,21233.441667,9.687234,10.123326,10.154521,10.123336,10.123331,10.157435,1200.000000,Farkas,64,21,0,112
9,31392.067288,31468.506968,31392.067288,32023.485378,32710.500000,32710.500000,32710.500000,7.975368,8.544246,8.582798,8.544256,8.591608,8.600955,1200.000000,Farkas,64,25,2,112
10,32899.588537,33847.911584,32899.588537,34843.194931,36579.197222,36579.197222,36579.197222,6.660431,7.311831,7.421473,7.311844,7.473642,7.959551,1200.000000,Farkas,64,492,16,112
