instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,10482.795280,10660.962990,10658.658628,10658.658628,11049.955757,12912.475382,11877.694361,35.858612,36.901045,36.939580,36.900901,876.446805,1201.977102,1200.000000,New,64,1014059,157532,65
1,0.000221,0.000222,0.000221,0.000221,0.000240,0.000240,0.000240,4.170868,4.245689,4.247577,4.245702,4.245702,4.247572,1200.000000,Old,64,0,0,65
2,0.000230,0.000222,0.000230,0.000230,0.000250,0.000250,0.000250,5.613833,5.733892,5.735814,5.733906,5.733906,5.735807,1200.000000,Old,64,0,0,65
3,0.000224,0.000224,0.000224,0.000224,0.000240,0.000240,0.000240,5.123965,5.210513,5.212386,5.210527,5.210527,5.212380,1200.000000,Old,64,0,0,65
4,0.000222,0.000222,0.000222,0.000222,0.000240,0.000240,0.000240,4.066388,4.225749,4.227685,4.225753,4.225749,4.227666,1200.000000,Old,64,0,0,65
5,0.000223,0.000223,0.000223,0.000223,0.000240,0.000240,0.000240,3.982067,4.088828,4.090744,4.088840,4.088838,4.090736,1200.000000,Old,64,0,0,65
6,0.000222,0.000222,0.000222,0.000222,0.000240,0.000240,0.000240,4.580027,4.712395,4.714374,4.712411,4.712410,4.714367,1200.000000,Old,64,0,0,65
7,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,4.432399,4.537658,4.539537,4.537671,4.537671,4.539532,1200.000000,Old,64,0,0,65
8,0.000223,0.000223,0.000223,0.000223,0.000240,0.000240,0.000240,8.539791,8.703568,8.705488,8.703574,8.703569,8.705469,1200.000000,Old,64,0,0,65
9,0.000236,0.000224,0.000236,0.000236,0.000260,0.000260,0.000260,5.116077,5.320672,5.322615,5.320685,5.320684,5.322606,1200.000000,Old,64,0,0,65
10,15316.807984,15323.516649,15323.449309,15323.449309,16619.016493,19435.132084,17892.276586,24.736139,25.284946,25.315973,25.284959,204.808080,1202.107130,1200.000000,Old,64,1042366,171181,65
