instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,184727.732157,184345.962550,186683.154128,186683.154128,188182.000000,188182.000000,4.763796,8.214070,9.231678,8.214082,8.214079,9.241463,1200.000000,New,4,459,0,5
1,171808.333723,172454.902731,172229.777414,174925.903126,174925.903126,176387.600000,176387.600000,1.183506,3.027057,5.873857,3.027060,3.027055,5.885022,1200.000000,Old,4,938,0,5
2,176002.325324,176751.898347,176294.899492,179542.361404,179542.361404,182386.300000,181268.200000,1.005553,1.584294,4.512654,1.584306,16.526280,16.531399,1200.000000,Old,4,8680,441,5
3,175915.053238,176609.694734,176434.176886,178983.942553,178983.942553,180490.100000,180490.100000,0.933645,2.494111,3.004247,2.494122,2.494119,3.010038,1200.000000,Old,4,220,0,5
4,183814.902961,184499.265258,184160.096320,187501.759213,187501.759213,188618.300000,188618.300000,3.131109,6.027316,9.584295,6.027330,6.027329,9.598190,1200.000000,Old,4,1422,0,5
5,182126.739103,182823.894803,182814.582665,184290.382216,186457.100000,187055.800000,186457.100000,1.141391,1.965440,5.873345,1.965450,10.622204,22.326875,1200.000000,Old,4,13698,664,5
6,180485.006909,181200.464801,181102.913611,183528.202697,183528.202697,185327.400000,185327.400000,1.738800,3.670609,4.847629,3.670621,3.670620,4.856291,1200.000000,Old,4,447,0,5
7,181545.176035,182278.004854,182239.077918,185603.259870,185603.259870,186942.900000,186942.900000,1.517842,3.817804,7.469584,3.817818,3.817817,7.485052,1200.000000,Old,4,1026,0,5
8,184552.465987,185303.911255,185300.033556,187900.109812,187900.109812,190305.800000,189786.300000,1.237062,2.106793,3.686406,2.106804,2.106802,3.695605,1200.000000,Old,4,572,0,5
9,183033.606186,183780.203525,183779.691756,185690.563738,185690.563738,186759.100000,186759.100000,2.147590,3.738306,8.605572,3.738321,3.738321,8.617122,1200.000000,Old,4,1667,0,5
10,179034.019243,179689.611852,179676.237000,185118.819964,185118.819964,188737.300000,186850.800000,1.318971,2.432987,7.176806,2.433003,2.433002,7.189489,1200.000000,Old,4,1389,0,5
