instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,183975.539693,183975.539693,186563.403655,186563.403655,188182.000000,188182.000000,0.437255,4.475292,5.249295,4.475132,4.475069,5.254700,1200.000000,None,64,488,0,0
1,183910.317911,183910.317911,183910.317911,189254.901653,189448.325397,193026.700000,191348.700000,0.036235,0.947412,2.553069,0.947416,129.050247,231.542193,1200.000000,None,64,181241,9513,0
2,185541.452215,185541.452215,185541.452215,190150.704547,194418.380953,100000000000000007629769841091887003294964970946560.000000,196380.900000,0.033612,0.478358,1.382483,63.613217,675.522540,728.232765,1200.000000,None,64,368685,36090,0
3,183579.506599,183579.506599,183579.506599,191796.699717,195473.958135,195585.600000,195585.600000,0.038112,1.201461,1.609359,1.201473,1.666910,3.709839,1200.000000,None,64,1235,50,0
4,187017.051125,187017.051125,187017.051125,190737.015933,190737.015933,191855.600000,191855.600000,0.038109,0.877351,2.965461,0.877357,0.877352,2.973974,1200.000000,None,64,985,0,0
