lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,0.791826,1.127657,1.493036,1.127574,1.503191,2.083013,300.000000,New,4,1960,140,4
20.570922,22.537880,22.537880,25.031592,34.000000,34.000000,34.000000,0.023443,0.357598,0.753168,0.357613,0.759526,1.387271,300.000000,Farkas,4,2031,150,4
20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,0.021011,0.360011,0.726320,0.360026,0.736420,1.388511,300.000000,Farkas,4,2144,180,4
20.570922,22.537880,22.537880,25.031592,34.000000,34.000000,34.000000,0.020076,0.362999,0.759433,0.363004,0.765829,1.389144,300.000000,Farkas,4,2035,150,4
20.570922,22.537880,22.537880,25.031592,34.000000,34.000000,34.000000,0.021801,0.366527,0.762809,0.366531,0.769222,1.396980,300.000000,Farkas,4,2028,150,4
20.570922,22.537880,22.537880,25.031592,34.000000,34.000000,34.000000,0.018724,0.353973,0.750484,0.353989,0.756848,1.379853,300.000000,Farkas,4,2031,150,4
20.570922,22.537880,22.537880,25.031592,34.000000,34.000000,34.000000,0.016201,0.350813,0.748193,0.350826,0.754575,1.380667,300.000000,Farkas,4,2031,150,4
20.570922,22.537880,22.537880,25.031592,34.000000,34.000000,34.000000,0.023185,0.351026,0.747190,0.351031,0.753509,1.397837,300.000000,Farkas,4,2046,154,4
20.506657,22.537880,22.537880,24.622183,34.000000,34.000000,34.000000,0.022065,0.378120,0.763468,0.378123,0.772580,1.440684,300.000000,Farkas,4,2192,150,4
20.570922,22.537880,22.537880,25.031592,34.000000,34.000000,34.000000,0.024255,0.367579,0.764985,0.367584,0.771351,1.396157,300.000000,Farkas,4,2032,150,4
20.570922,22.513348,22.513348,25.274395,34.000000,34.000000,34.000000,0.024598,0.359076,0.748376,0.359079,0.752910,1.367905,300.000000,Farkas,4,2075,154,4
