instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,10482.795280,10609.560145,10595.690820,10595.690820,11048.930147,12912.475382,11801.185729,7.103160,8.144175,8.184268,8.144176,1025.738501,1201.848054,1200.000000,New,16,1005574,157225,17
1,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.670021,0.770359,0.772190,0.770370,0.770370,0.772182,1200.000000,Old,16,0,0,17
2,0.000221,0.000221,0.000221,0.000221,0.000230,0.000230,0.000230,0.599919,0.625690,0.629120,0.625698,0.625695,0.629106,1200.000000,Old,16,0,0,17
3,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.616621,0.741497,0.743441,0.741509,0.741507,0.743433,1200.000000,Old,16,0,0,17
4,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,1.424651,1.584176,1.586093,1.584179,1.584174,1.586074,1200.000000,Old,16,0,0,17
5,0.000221,0.000222,0.000221,0.000221,0.000240,0.000240,0.000240,0.636253,0.754887,0.756795,0.754896,0.754894,0.756784,1200.000000,Old,16,0,0,17
6,0.000221,0.000222,0.000221,0.000221,0.000240,0.000240,0.000240,0.610237,0.724045,0.725958,0.724049,0.724044,0.725940,1200.000000,Old,16,0,0,17
7,0.000221,0.000221,0.000221,0.000221,0.000230,0.000230,0.000230,1.867248,1.892334,1.895658,1.892336,1.892332,1.895640,1200.000000,Old,16,0,0,17
8,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.644833,0.762174,0.764088,0.762179,0.762174,0.764070,1200.000000,Old,16,0,0,17
9,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.679231,0.731307,0.733212,0.731310,0.731304,0.733194,1200.000000,Old,16,0,0,17
10,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.654782,0.766758,0.768669,0.766764,0.766759,0.768651,1200.000000,Old,16,0,0,17
