instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,184727.732157,184345.962550,186683.154128,186683.154128,188182.000000,188182.000000,5.067802,8.525808,9.555936,8.525733,8.525699,9.565843,1200.000000,New,4,459,0,5
1,129248.735776,130680.338012,130676.063081,133619.209733,135303.550000,135313.550000,135303.550000,0.734209,2.449323,3.555736,2.449337,5.589767,6.672535,1200.000000,Old,4,2539,74,5
2,76066.774450,77911.098272,77774.130216,102521.885623,104582.850000,105382.850000,104582.850000,1.860142,2.491368,3.434447,2.491386,4.111421,7.059947,1200.000000,Old,4,2946,106,5
3,105708.295533,106873.804257,106294.536698,114409.986055,117917.016667,117917.016667,117917.016667,1.331569,3.403871,4.437571,3.403885,4.499340,10.888906,1200.000000,Old,4,5403,214,5
4,69979.117849,70464.011697,70346.077872,101039.834613,106760.744444,109886.811111,106760.744444,1.403624,2.512575,5.066293,2.512591,11.886085,33.249979,1200.000000,Old,4,23095,984,5
5,29138.989795,30250.238283,30250.238283,32652.229221,33460.616667,33860.616667,33460.616667,1.222457,1.716850,1.901844,1.716866,2.211211,2.378793,1200.000000,Old,4,621,8,5
6,120887.045617,121783.566442,121603.789012,130147.665077,130147.665077,130434.550000,130155.700000,0.871297,3.062304,4.066106,3.062318,3.062315,4.075316,1200.000000,Old,4,479,0,5
7,42134.783932,42875.398750,42875.398750,56942.485300,56942.485300,57465.266667,57465.266667,1.325445,2.526328,2.663052,2.526348,2.526346,2.667271,1200.000000,Old,4,52,0,5
8,33738.308571,34829.014183,34449.454577,37448.379041,44342.181944,44347.619444,44342.181944,3.182680,3.963618,4.464162,3.963644,6.039301,7.915072,1200.000000,Old,4,2708,50,5
9,110599.068401,111586.943286,111169.469262,116678.535299,119747.850000,119747.850000,119747.850000,3.189812,5.041155,5.992801,5.041199,6.065329,14.267106,1200.000000,Old,4,6007,214,5
10,90849.832697,91990.656139,91251.656252,96119.960692,98967.800342,102910.500000,99351.100000,0.970628,1.852821,2.214445,1.852836,6.406427,6.411144,1200.000000,Old,4,3537,170,5
