lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
33.845278,34.413333,33.845278,34.853468,35.736369,37.000000,37.000000,6.096710,6.526225,7.951779,6.526235,8.011964,300.315975,300.000000,New,16,140263,20323,17
33.845278,34.009167,33.845278,34.976533,36.012744,37.000000,37.000000,2.987016,3.434792,4.366643,3.434795,4.412831,300.313719,300.000000,Old,16,156509,21663,17
33.845278,34.009167,33.845278,34.864366,35.771702,37.000000,37.000000,3.317969,3.746719,5.244526,3.746722,5.294554,300.329275,300.000000,Old,16,140071,20980,17
33.860278,34.009167,33.860278,35.094471,35.871777,37.000000,37.000000,3.267088,4.080265,5.598739,4.080269,5.631037,300.273627,300.000000,Old,16,154987,19706,17
33.845278,34.009167,34.115833,34.799087,35.868140,37.000000,37.000000,3.252980,4.556769,6.128851,4.556773,6.167214,300.317504,300.000000,Old,16,150099,22860,17
33.845278,34.009167,33.845278,34.864366,35.773149,37.000000,37.000000,3.310057,3.738470,5.232002,3.738480,5.281843,300.351605,300.000000,Old,16,140218,21000,17
33.845278,34.009167,33.845278,34.864366,35.771698,37.000000,37.000000,3.309806,3.737471,5.231831,3.737476,5.281712,300.330395,300.000000,Old,16,140011,20973,17
33.680278,33.844167,33.680278,34.868102,35.591884,37.000000,37.000000,6.798951,7.130334,8.631758,7.130343,8.676871,300.301513,300.000000,Old,16,139379,20316,17
33.845278,34.009167,33.845278,34.904166,35.812821,37.000000,37.000000,3.446427,3.854322,5.440122,3.854325,5.477174,300.334751,300.000000,Old,16,165618,20191,17
33.845278,34.009167,33.845278,34.864366,35.771875,37.000000,37.000000,3.323303,3.751489,5.246311,3.751493,5.296312,300.280046,300.000000,Old,16,140103,20983,17
33.845278,34.009167,33.845278,34.864366,35.771723,37.000000,37.000000,3.324667,3.753390,5.249699,3.753397,5.299754,300.292048,300.000000,Old,16,140124,20986,17
