instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,1.513142,1.847446,2.209630,1.847324,2.219659,2.798876,1200.000000,New,4,1960,140,4
1,20.376648,21.792142,21.792142,25.403120,31.000000,31.000000,31.000000,0.019966,0.107931,0.501758,0.107934,0.512005,0.712389,1200.000000,Farkas,4,1047,32,4
2,19.679410,21.390144,21.390144,24.405759,33.000000,34.000000,33.000000,0.020886,0.374802,0.765185,0.374811,1.338706,1.411860,1200.000000,Farkas,4,2084,162,4
3,21.458054,23.473765,22.661488,25.802384,34.000000,34.000000,34.000000,0.017999,0.214898,0.518304,0.214913,0.525531,1.049615,1200.000000,Farkas,4,1646,106,4
4,20.873985,23.287785,22.423564,25.536784,30.000000,30.000000,30.000000,0.019300,0.233753,0.601930,0.233765,0.610560,0.771690,1200.000000,Farkas,4,1032,30,4
5,22.005354,24.009820,22.682305,26.086153,30.000000,30.000000,30.000000,0.019633,0.149982,0.505246,0.149997,0.510666,0.612093,1200.000000,Farkas,4,904,14,4
6,20.797545,22.900434,22.662608,25.163840,34.000000,34.000000,34.000000,0.019158,0.221032,0.516196,0.221047,0.524632,1.189069,1200.000000,Farkas,4,1926,146,4
7,20.015650,21.862355,21.862355,24.890721,33.000000,33.000000,33.000000,0.017614,0.323024,0.705181,0.323039,0.713743,1.209538,1200.000000,Farkas,4,1743,98,4
8,20.035259,22.036741,21.443957,24.427680,30.000000,30.000000,30.000000,0.018600,0.250613,0.660645,0.250624,0.666850,0.908505,1200.000000,Farkas,4,1328,40,4
9,20.375376,22.537880,22.178669,25.256567,31.000000,31.000000,31.000000,0.018708,0.108507,0.512949,0.108517,0.518409,0.788958,1200.000000,Farkas,4,1299,52,4
10,22.437676,24.761316,23.747395,26.799929,34.000000,34.000000,34.000000,0.017506,0.181516,0.603046,0.181528,0.610819,0.985265,1200.000000,Farkas,4,1417,82,4
