lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
20.570922,25.881188,25.708479,26.658486,34.000000,34.000000,34.000000,0.727561,1.062850,1.385757,1.062830,1.390477,2.234547,300.000000,New,16,2564,244,16
20.015650,24.554455,24.428050,25.804945,33.000000,33.000000,33.000000,0.068402,0.176942,0.462163,0.176956,0.470043,1.076713,300.000000,Farkas,16,1925,194,16
20.307934,24.960396,24.815951,25.837990,34.000000,34.000000,34.000000,0.063443,0.387429,0.767304,0.387443,0.775590,1.556143,300.000000,Farkas,16,2565,256,16
20.867510,25.881188,25.708479,26.855473,34.000000,34.000000,34.000000,0.064019,0.349825,0.756984,0.349839,0.765290,1.502629,300.000000,Farkas,16,2377,174,16
20.786773,25.881188,25.759870,26.598905,34.000000,34.000000,34.000000,0.061890,0.426211,0.777551,0.426224,0.782990,1.545965,300.000000,Farkas,16,2354,184,16
20.877963,26.910891,25.783698,26.834167,31.000000,31.000000,31.000000,0.061184,0.147064,0.540946,0.147078,0.548103,0.788593,300.000000,Farkas,16,1147,38,16
20.077726,25.148515,24.882522,25.766738,31.000000,31.000000,31.000000,0.060860,0.314435,0.726550,0.314448,0.731575,1.069151,300.000000,Farkas,16,1446,70,16
20.661706,26.019802,25.647218,26.691169,34.000000,34.000000,34.000000,0.061657,0.311685,0.636565,0.311700,0.643365,1.204406,300.000000,Farkas,16,1701,114,16
21.640111,27.430939,26.002990,27.027145,34.000000,34.000000,34.000000,0.064816,0.242649,0.606523,0.242661,0.613515,1.208323,300.000000,Farkas,16,1969,132,16
20.570922,25.881188,25.708479,26.694166,33.000000,33.000000,33.000000,0.069508,0.423856,0.687638,0.423861,0.693282,1.148457,300.000000,Farkas,16,1319,86,16
20.296192,25.881188,24.737351,26.124262,30.000000,30.000000,30.000000,0.068616,0.185583,0.603174,0.185586,0.610171,0.919176,300.000000,Farkas,16,1329,50,16
