lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
94.216250,95.675000,94.644072,102.740343,105.151691,115.000000,111.000000,1.577827,2.058521,3.224069,2.058425,3.276751,302.769656,300.000000,New,4,168158,18216
93.753750,95.212500,94.181572,101.262663,103.443273,114.000000,106.000000,0.667033,1.152989,3.307261,1.152992,3.356069,300.766237,300.000000,Old,4,196748,16712
93.742500,95.201250,94.235950,102.508237,105.214973,111.000000,107.000000,0.736680,1.257964,2.925700,1.257976,13.355096,301.422944,300.000000,Old,4,173710,18378
94.091250,95.425000,94.121250,102.836833,104.882733,111.000000,108.000000,0.759730,1.452132,3.090345,1.452138,3.165154,302.395159,300.000000,Old,4,162058,16343
94.216250,95.800000,94.644073,103.123335,105.457413,114.000000,108.000000,0.706645,1.286303,2.508810,1.286307,2.564266,301.311772,300.000000,Old,4,187217,18720
93.841250,95.425000,94.269823,102.527600,104.758428,115.000000,107.000000,0.702498,1.205690,2.701234,1.205696,24.038372,302.021775,300.000000,Old,4,164598,16243
94.216250,95.550000,94.707163,101.392805,104.163952,110.000000,107.000000,0.612335,1.102586,2.218215,1.102593,202.419998,302.393567,300.000000,Old,4,161569,18302
93.128750,94.682500,93.555913,99.601809,102.459905,111.000000,105.000000,0.655336,1.164552,2.855701,1.164557,2.935030,301.825130,300.000000,Old,4,172296,16555
93.937500,95.425000,94.381575,100.319826,103.604184,115.000000,110.000000,0.630886,1.065083,2.411886,1.065086,2.481865,302.285067,300.000000,Old,4,145294,18208
93.897500,95.210000,94.395912,103.044732,105.564490,115.000000,108.000000,0.658709,1.241570,3.342311,1.241574,47.975717,302.631212,300.000000,Old,4,175992,18187
93.888750,95.175000,94.353575,99.721824,103.002497,112.000000,109.000000,0.622937,1.075891,2.709502,1.075898,3.113688,302.386518,300.000000,Old,4,164981,17003
