instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,187492.196196,184778.476729,186812.699003,186812.699003,188182.000000,188182.000000,29.131385,32.576392,34.848832,32.576266,32.576213,34.857588,1200.000000,New,64,1052,0,112
1,184120.355247,187480.817240,186771.615159,187446.618715,187446.618715,188500.600000,188500.600000,291.140076,294.127922,295.287750,294.127936,294.127936,295.296182,1200.000000,New,64,315,0,131
2,183975.692175,187667.999836,186818.329262,187530.204097,187530.204097,188242.100000,188242.100000,52.245349,54.749257,55.404501,54.749272,54.749271,55.411985,1200.000000,New,64,367,0,124
3,183964.132000,187398.194901,184775.922894,186621.561319,186621.561319,188183.000000,188183.000000,33.427807,37.210930,38.360685,37.210961,37.210961,38.368940,1200.000000,New,64,602,0,125
4,184744.565200,188254.105438,186565.265563,187499.817205,187499.817205,189215.300000,189215.300000,119.214576,122.664764,123.198696,122.664768,122.664764,123.206106,1200.000000,New,64,274,0,129
5,180998.836679,184825.602134,183832.184948,184528.082386,184528.082386,185398.100000,185398.100000,267.520503,269.649994,275.608519,269.650004,269.650002,275.620778,1200.000000,New,64,1747,0,121
6,183151.888410,186883.966176,185725.385569,186753.539866,186753.539866,187571.500000,187571.500000,35.997935,38.146039,39.070955,38.146056,38.146053,39.079157,1200.000000,New,64,448,0,114
7,183247.027318,186905.490924,185477.625569,186402.481049,186402.481049,187605.000000,187605.000000,256.045902,259.009822,261.168671,259.009837,259.009836,261.179075,1200.000000,New,64,650,0,111
8,183706.760304,187250.426476,184515.491626,187160.853962,187160.853962,188077.200000,188077.200000,31.706702,35.043850,36.480953,35.043868,35.043866,36.490915,1200.000000,New,64,656,0,115
9,183991.249556,187363.021511,186447.447012,187204.546849,187204.546849,188368.100000,188368.100000,296.880908,300.194018,301.481751,300.194032,300.194032,301.489826,1200.000000,New,64,391,0,124
10,183465.011815,186888.317024,186102.730229,186803.930013,186803.930013,187948.200000,187948.200000,344.380622,346.279364,348.845887,346.279377,346.279375,348.857358,1200.000000,New,64,662,0,166
