instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,10482.795280,10660.962990,10658.658628,10658.658628,11050.074886,12912.475382,11877.694361,35.149647,36.194177,36.233156,36.194189,875.851735,1201.917419,1200.000000,New,64,1014436,157596,65
1,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.743340,0.848674,0.850517,0.848688,0.848686,0.850508,1200.000000,Farkas,64,0,0,65
2,0.000221,0.000221,0.000221,0.000221,0.000230,0.000230,0.000230,0.731274,0.761672,0.765137,0.761683,0.761682,0.765129,1200.000000,Farkas,64,0,0,65
3,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.728374,0.858269,0.860196,0.858282,0.858281,0.860188,1200.000000,Farkas,64,0,0,65
4,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.728227,0.892121,0.894006,0.892127,0.892122,0.893986,1200.000000,Farkas,64,0,0,65
5,0.000221,0.000222,0.000221,0.000221,0.000240,0.000240,0.000240,0.791512,0.915104,0.917006,0.915115,0.915114,0.916998,1200.000000,Farkas,64,0,0,65
6,0.000221,0.000222,0.000221,0.000221,0.000240,0.000240,0.000240,0.808651,0.927176,0.929040,0.927150,0.927144,0.929020,1200.000000,Farkas,64,0,0,65
7,0.000221,0.000221,0.000221,0.000221,0.000230,0.000230,0.000230,0.720003,0.749779,0.753166,0.749792,0.749792,0.753160,1200.000000,Farkas,64,0,0,65
8,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.724059,0.845842,0.847745,0.845847,0.845842,0.847725,1200.000000,Farkas,64,0,0,65
9,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.712426,0.769382,0.771268,0.769384,0.769378,0.771249,1200.000000,Farkas,64,0,0,65
10,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.772064,0.888899,0.890792,0.888904,0.888899,0.890773,1200.000000,Farkas,64,0,0,65
