lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,1.185406,1.519804,1.881845,1.519710,1.891887,2.469404,300.000000,New,4,1960,140,4
20.221439,21.934280,21.934280,24.620477,34.000000,34.000000,34.000000,0.161425,0.384518,0.778210,0.384523,0.785579,1.542417,300.000000,New,4,2467,210,4
20.642129,21.928040,21.905964,25.387110,34.000000,34.000000,34.000000,0.198607,0.519297,0.876933,0.519312,0.884921,1.525973,300.000000,New,4,2056,160,4
20.284541,22.537880,22.537880,25.359740,34.000000,34.000000,34.000000,0.176857,0.387888,0.758204,0.387901,0.765351,1.521634,300.000000,New,4,2332,178,4
20.482799,22.680130,22.332177,25.609849,30.000000,30.000000,30.000000,0.165893,0.302683,0.711216,0.302696,0.719387,0.955233,300.000000,New,4,1204,36,4
20.813863,22.537880,22.537880,25.546419,34.000000,34.000000,34.000000,0.158973,0.581504,0.984869,0.581518,0.995192,1.566039,300.000000,New,4,2150,116,4
21.254888,23.428749,23.428749,25.985648,34.000000,34.000000,34.000000,0.179412,0.409311,0.798331,0.409324,0.804899,1.367962,300.000000,New,4,1806,136,4
20.416838,22.327022,22.327022,24.530281,34.000000,34.000000,34.000000,0.174078,0.632420,1.027363,0.632434,1.034916,1.805361,300.000000,New,4,2278,188,4
20.393582,22.175570,22.175570,25.041705,34.000000,34.000000,34.000000,0.185884,0.343005,0.721368,0.343017,0.728149,1.464407,300.000000,New,4,2247,154,4
20.326263,22.028729,22.028729,25.193770,34.000000,34.000000,34.000000,0.173744,0.350503,0.754786,0.350515,0.767248,1.533674,300.000000,New,4,2442,196,4
20.938097,22.621459,21.283840,25.997870,31.000000,31.000000,31.000000,0.159662,0.243847,0.636457,0.243859,0.643403,0.878917,300.000000,New,4,1345,36,4
