instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,183975.539693,183975.539693,186563.403655,186563.403655,188182.000000,188182.000000,0.035460,3.502069,4.272965,3.502075,3.502072,4.278672,1200.000000,None,4,488,0,0
1,17828.209814,17828.209814,17828.209814,18591.930556,18591.930556,0.000000,18591.930556,0.026310,0.000000,0.064116,0.061289,0.000000,0.064098,1200.000000,None,4,0,0,0
2,9635.652752,9635.652752,9635.652752,9635.652752,9635.652752,0.000000,9648.418256,0.018456,0.000000,0.310614,0.307830,0.307831,0.310610,1200.000000,None,4,0,0,0
3,11370.467785,11370.467785,11370.467785,11482.697203,11670.406418,11670.406418,11670.406418,0.023990,0.366941,0.387352,0.366952,0.393955,0.416955,1200.000000,None,4,33,4,0
4,8962.623323,8962.623323,8962.623323,8963.385917,8963.385917,0.000000,8963.385917,0.018925,0.000000,0.049907,0.047280,0.047280,0.049901,1200.000000,None,4,0,0,0
5,15113.674583,15113.674583,15113.674583,15113.674583,15113.674583,0.000000,15113.674583,0.018504,0.000000,0.051336,0.048662,0.048661,0.051332,1200.000000,None,4,0,0,0
6,8398.241789,8398.241789,8398.241789,8398.241789,8398.241789,0.000000,8404.798744,0.016188,0.000000,0.255665,0.253001,0.253001,0.255660,1200.000000,None,4,0,0,0
7,11528.320694,11528.320694,11528.320694,11666.476003,11666.476003,0.000000,11685.839013,0.021963,0.000000,0.369807,0.366990,0.366991,0.369803,1200.000000,None,4,0,0,0
8,11069.570388,11069.570388,11069.570388,11069.570388,11069.570388,0.000000,11093.104889,0.019623,0.000000,0.282874,0.280013,0.280013,0.282867,1200.000000,None,4,0,0,0
9,9384.350822,9384.350822,9384.350822,9384.350822,9384.350822,0.000000,9384.350822,0.016547,0.000000,0.046029,0.043428,0.043428,0.046024,1200.000000,None,4,0,0,0
