lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
94.216250,94.216250,94.216250,102.882545,105.439441,115.000000,111.000000,0.046433,0.542865,2.092323,0.542875,2.166543,301.594750,300.000000,None,16,171659,18277,0
94.216250,94.216250,94.216250,102.900601,105.207235,115.000000,110.000000,0.048004,0.505316,1.956977,0.505318,21.685546,301.829603,300.000000,None,16,161687,16888,0
94.216250,94.216250,94.216250,103.194485,105.448668,114.000000,107.000000,0.051779,0.572818,2.402476,0.572824,221.551713,301.021162,300.000000,None,16,168257,16839,0
94.216250,94.216250,94.216250,101.319665,105.082888,112.000000,108.000000,0.051064,1.098903,3.170954,1.098906,5.754720,300.720540,300.000000,None,16,180668,18300,0
95.603788,95.603788,95.603788,104.237171,106.527441,112.000000,108.000000,0.038680,1.283695,3.118613,1.283697,15.744675,300.724349,300.000000,None,16,212607,16274,0
94.216250,94.216250,94.216250,102.795308,105.669850,115.000000,107.000000,0.040117,0.555941,2.124644,0.555944,11.663336,300.682412,300.000000,None,16,173535,19821,0
93.250000,93.250000,93.250000,100.359705,103.705536,110.000000,107.000000,0.041861,0.564338,1.559960,0.564339,60.846086,300.393214,300.000000,None,16,161662,19346,0
94.780000,94.780000,94.780000,102.700338,104.823092,117.000000,109.000000,0.047400,1.350247,3.294778,1.350248,6.973695,301.772512,300.000000,None,16,155023,16794,0
94.658750,94.658750,94.658750,102.828413,105.133210,115.000000,109.000000,0.041736,0.589858,2.769372,0.589869,10.475830,300.637912,300.000000,None,16,167145,18202,0
95.192917,95.192917,95.192917,103.447213,105.454573,113.000000,107.000000,0.051189,0.593096,2.379830,0.593101,4.497556,300.202903,300.000000,None,16,200202,16301,0
95.065000,95.065000,95.065000,102.322287,104.693025,117.000000,111.000000,0.050755,0.621733,2.533102,0.621736,2.573831,300.750965,300.000000,None,16,157267,15847,0
