instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,184727.732157,184345.962550,186683.154128,186683.154128,188182.000000,188182.000000,4.745121,8.205580,9.226770,8.205593,8.205590,9.236689,1200.000000,New,4,459,0,5
1,182999.979940,183798.856491,183345.743340,186791.009219,186791.009219,189454.700000,188280.600000,14.864302,15.746043,16.743874,15.746057,19.394616,19.404002,1200.000000,New,4,1502,30,5
2,182035.791449,182913.007204,182899.726019,185060.953514,185060.953514,186672.100000,186672.100000,7.684451,10.642819,12.042748,10.642831,10.642829,12.051611,1200.000000,New,4,435,0,6
3,182043.968054,182797.368036,182797.368036,185966.548492,185966.548492,187600.700000,187600.700000,9.903151,11.904557,13.052228,11.904570,11.904568,13.061888,1200.000000,New,4,669,0,4
4,182783.259527,184122.652526,183744.347388,185846.971140,186529.250493,188010.100000,188010.100000,5.513791,7.982077,8.701582,7.982087,8.821307,14.188782,1200.000000,New,4,3437,111,5
5,184310.443333,185145.503108,184774.263199,187632.080446,187632.080446,188665.300000,188665.300000,14.196733,16.638701,17.643534,16.638705,16.638699,17.651475,1200.000000,New,4,547,0,6
6,183631.402272,184453.204954,184006.391775,187156.105038,187156.105038,189392.500000,188872.100000,11.146078,12.912563,18.214624,12.912579,12.912579,18.227707,1200.000000,New,4,1722,0,7
7,179390.224702,180191.146763,179737.367187,182209.460290,182209.460290,183978.900000,183978.900000,26.985435,30.092538,31.017861,30.092546,30.092541,31.025788,1200.000000,New,4,439,0,22
8,181412.385261,182619.397680,181767.766773,185010.458316,185010.458316,186805.600000,186401.500000,10.151915,12.650296,17.352859,12.650306,12.650303,17.366554,1200.000000,New,4,1584,0,5
9,184455.180606,185315.867610,185315.867610,187388.699051,187388.699051,189068.700000,189068.700000,13.828276,16.147950,16.988370,16.147962,16.147961,16.996456,1200.000000,New,4,330,0,5
10,183000.608758,183858.578271,183458.972276,186207.446702,186207.446702,189321.200000,187749.200000,9.012728,10.224315,11.206265,10.224326,14.631312,14.637636,1200.000000,New,4,2433,83,6
