lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
10482.795280,10573.334266,10550.536062,10550.536062,10952.971337,12912.475382,12912.475382,1.887799,2.932535,2.972321,2.932537,2.982134,302.524767,300.000000,New,4,230717,36148,5
0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.471367,0.576607,0.578475,0.576617,0.576613,0.578461,300.000000,Old,4,0,0,5
0.000221,0.000221,0.000221,0.000221,0.000230,0.000230,0.000230,0.397143,0.427574,0.431029,0.427584,0.427583,0.431023,300.000000,Old,4,0,0,5
0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.195999,0.321227,0.323184,0.321241,0.321241,0.323178,300.000000,Old,4,0,0,5
0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.141821,0.313442,0.315411,0.313460,0.313460,0.315405,300.000000,Old,4,0,0,5
0.000221,0.000222,0.000221,0.000221,0.000240,0.000240,0.000240,0.270404,0.389792,0.391726,0.389803,0.389803,0.391720,300.000000,Old,4,0,0,5
0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.340040,0.468164,0.470090,0.468179,0.468178,0.470085,300.000000,Old,4,0,0,5
0.000221,0.000221,0.000221,0.000221,0.000230,0.000230,0.000230,0.437740,0.467746,0.471127,0.467759,0.467758,0.471122,300.000000,Old,4,0,0,5
0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.402370,0.524315,0.526238,0.524318,0.524312,0.526218,300.000000,Old,4,0,0,5
0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.133232,0.185589,0.187481,0.185598,0.185596,0.187476,300.000000,Old,4,0,0,5
0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.418336,0.534674,0.536586,0.534688,0.534688,0.536580,300.000000,Old,4,0,0,5
