instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,25.881188,25.708479,26.658486,34.000000,34.000000,34.000000,1.977735,2.312025,2.632196,2.311903,2.636828,3.480939,1200.000000,New,16,2564,244,16
1,20.376648,25.148515,24.432309,26.202789,31.000000,31.000000,31.000000,0.573389,0.660221,1.081843,0.660224,1.087485,1.308981,1200.000000,New,16,1185,46,16
2,19.679410,22.604651,22.365271,24.217958,33.000000,34.000000,33.000000,0.610493,0.956660,1.313528,0.956662,1.347599,1.874059,1200.000000,New,16,1770,130,16
3,21.458054,26.797931,26.643218,27.171423,34.000000,34.000000,34.000000,0.652793,0.853157,1.132248,0.853166,1.140377,1.699649,1200.000000,New,16,1589,112,17
4,20.873985,26.196615,25.966583,27.106886,30.000000,30.000000,30.000000,0.663591,0.880546,1.251119,0.880553,1.256755,1.508842,1200.000000,New,16,1102,42,17
5,22.005354,27.569767,27.410601,28.083516,30.000000,30.000000,30.000000,0.665790,0.795367,1.021066,0.795381,1.026903,1.145581,1200.000000,New,16,553,14,16
6,20.797545,25.583447,25.550697,26.237910,34.000000,34.000000,34.000000,0.612114,0.813169,1.156322,0.813181,1.162235,1.948270,1200.000000,New,16,2166,200,17
7,20.015650,22.506543,22.506543,24.306399,33.000000,33.000000,33.000000,0.575674,0.881846,1.231514,0.881862,1.238335,1.831564,1200.000000,New,16,1940,140,16
8,20.035259,24.712871,24.681713,25.594160,30.000000,30.000000,30.000000,0.574432,0.806191,1.216946,0.806203,1.224418,1.485000,1200.000000,New,16,1241,44,16
9,20.375376,26.102307,25.990373,26.319892,31.000000,31.000000,31.000000,0.567119,0.657452,1.019048,0.657454,1.025037,1.337177,1200.000000,New,16,1176,50,16
10,22.437676,28.185759,27.536514,28.454196,34.000000,34.000000,34.000000,0.681676,0.846936,1.279902,0.846941,1.285340,1.639537,1200.000000,New,16,1466,64,16
