instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,30.168224,29.976654,30.126382,34.000000,34.000000,34.000000,3.900784,4.232125,4.403884,4.232006,4.411395,5.330047,1200.000000,New,64,2307,206,69
1,20.570922,29.839506,29.168512,29.552329,34.000000,34.000000,34.000000,0.261855,0.671991,1.061177,0.672006,1.067588,2.117349,1200.000000,Farkas,64,3193,258,69
2,20.570922,30.168224,29.976654,30.136153,34.000000,34.000000,34.000000,0.265997,0.604504,0.846441,0.604517,0.852323,1.740088,1200.000000,Farkas,64,2556,198,69
3,20.570922,30.168224,29.976654,30.126382,34.000000,34.000000,34.000000,0.274169,0.610801,0.782726,0.610806,0.790463,1.808626,1200.000000,Farkas,64,2668,258,69
4,20.570922,30.168224,29.362660,29.742235,34.000000,34.000000,34.000000,0.273386,0.565071,0.947699,0.565076,0.955384,1.877016,1200.000000,Farkas,64,2773,204,69
5,20.032382,29.911053,20.032382,24.318527,34.000000,34.000000,34.000000,0.262147,0.418865,0.765881,0.418878,0.773498,1.465520,1200.000000,Farkas,64,2304,192,69
6,20.570922,30.202532,29.435157,29.817901,34.000000,34.000000,34.000000,0.273210,0.553054,0.809850,0.553058,0.815245,1.773460,1200.000000,Farkas,64,2638,228,69
7,20.570922,30.168224,29.549942,29.754487,34.000000,34.000000,34.000000,0.268210,0.597571,0.770257,0.597575,0.776203,1.626369,1200.000000,Farkas,64,2279,180,69
8,20.296192,29.783461,28.466977,28.628816,30.000000,30.000000,30.000000,0.264933,0.398464,0.622879,0.398475,0.628248,0.793440,1200.000000,Farkas,64,683,28,69
9,20.570922,30.168224,26.584608,27.877505,34.000000,34.000000,34.000000,0.265175,0.484306,0.815419,0.484324,0.823245,1.624571,1200.000000,Farkas,64,2302,196,69
10,20.570922,30.093458,20.570922,24.946275,34.000000,34.000000,34.000000,0.268726,0.455820,0.718420,0.455834,0.725928,1.314726,1200.000000,Farkas,64,1840,144,69
