instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,30.168224,29.976654,30.126382,34.000000,34.000000,34.000000,3.546400,3.900970,4.082910,3.900908,4.091155,5.091686,1200.000000,New,64,2307,206,69
1,20.015650,29.640011,29.386716,29.639974,33.000000,33.000000,33.000000,0.860760,0.969295,1.331835,0.969301,1.338770,2.023162,1200.000000,Old,64,2197,158,69
2,20.307934,29.691589,29.556273,29.761833,34.000000,34.000000,34.000000,0.910151,1.236286,1.561494,1.236295,1.569706,2.498625,1200.000000,Old,64,2771,240,69
3,20.867510,30.265287,30.167930,30.390386,34.000000,34.000000,34.000000,1.055206,1.371857,1.643870,1.371876,1.650022,2.411802,1200.000000,Old,64,1981,144,69
4,20.786773,30.357663,30.146334,30.344862,34.000000,34.000000,34.000000,0.848910,1.212309,1.401088,1.212313,1.406972,2.208741,1200.000000,Old,64,2039,170,69
5,20.877963,30.168224,29.882965,30.002723,31.000000,31.000000,31.000000,0.939857,1.026611,1.055310,1.026616,1.026612,1.056632,1200.000000,Old,64,51,0,69
6,20.077726,30.168224,29.751795,29.834584,31.000000,31.000000,31.000000,0.929201,1.196750,1.240072,1.196770,1.247707,1.268657,1200.000000,Old,64,115,4,69
7,20.661706,30.148114,29.992805,30.120602,34.000000,34.000000,34.000000,0.995443,1.256405,1.466318,1.256415,1.471097,2.347423,1200.000000,Old,64,2417,218,69
8,21.640111,30.733708,30.448256,30.656032,34.000000,34.000000,34.000000,0.919848,1.096781,1.436823,1.096793,1.442752,2.278156,1200.000000,Old,64,2485,194,69
9,20.570922,30.168224,29.949560,30.063959,33.000000,33.000000,33.000000,0.842845,1.195866,1.491420,1.195878,1.498705,2.217362,1200.000000,Old,64,2061,152,69
10,20.296192,29.783461,29.560203,29.592784,30.000000,30.000000,30.000000,0.919384,1.044151,1.056984,1.044167,1.044166,1.058260,1200.000000,Old,64,0,0,69
