lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
134.915590,135.914844,135.221602,144.732393,144.732393,154.000000,148.000000,3.457436,4.559254,7.582594,4.559268,12.207104,300.612738,300.000000,New,4,191528,7935,4
133.160491,133.759375,133.475116,141.955777,141.955777,148.000000,146.000000,2.344011,3.313687,6.508383,3.313693,8.405781,300.973689,300.000000,Old,4,192909,10044,4
133.879601,134.706318,134.142079,141.688882,143.953307,149.000000,147.000000,2.032250,3.085158,6.384460,3.085164,77.546333,302.066627,300.000000,Old,4,137510,12064,4
135.366583,136.130831,135.600787,144.802960,144.802960,152.000000,149.000000,2.044133,3.139808,6.586418,3.139823,151.926036,300.173641,300.000000,Old,4,184920,9201,4
133.189980,134.170469,133.515498,139.645131,141.726947,148.000000,147.000000,2.191511,4.445596,6.523395,4.445600,12.930260,302.018712,300.000000,Old,4,140947,11480,4
134.883902,135.685147,135.155685,143.360017,144.120798,150.000000,149.000000,1.949613,2.919564,6.139361,2.919533,6.261988,300.214163,300.000000,Old,4,163810,11085,4
134.475385,135.601466,134.853775,141.115555,142.097679,152.000000,149.000000,2.136032,3.975661,6.937303,3.975667,7.095999,300.131974,300.000000,Old,4,161202,11031,4
135.370732,136.300409,135.758343,142.321370,145.489835,153.000000,149.000000,2.248040,4.278246,7.997721,4.278255,8.665052,300.410632,300.000000,Old,4,172216,11626,4
134.965694,135.914844,135.260879,143.860118,143.860118,152.000000,148.000000,2.007329,3.085699,6.205886,3.085706,12.454430,300.112382,300.000000,Old,4,176844,9370,4
134.027937,134.525312,134.245180,141.844536,143.293208,152.000000,149.000000,2.101891,3.972241,7.332526,3.972252,43.825014,301.527872,300.000000,Old,4,153624,11219,4
135.199969,136.254968,135.230431,143.138711,143.927011,151.000000,151.000000,6.114088,7.095545,10.718229,7.095551,10.854443,300.165963,300.000000,Old,4,135033,11061,4
