lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
100.878750,103.667000,102.723256,112.026540,115.685277,122.000000,120.000000,13.840270,14.293787,16.559451,14.293796,152.949529,300.267155,300.000000,New,16,162583,14844,19
100.878750,102.048750,102.053625,113.058374,116.289328,122.000000,121.000000,3.879895,4.330925,6.353367,4.330928,6.450794,300.295415,300.000000,Old,16,182624,16698,19
100.878750,101.780000,101.046888,109.226269,114.993876,122.000000,121.000000,4.107913,4.729102,6.904010,4.729116,57.753914,300.231115,300.000000,Old,16,165715,16630,19
100.885000,102.295000,101.620519,115.059613,118.283717,129.000000,122.000000,4.464752,4.882857,7.193464,4.882866,86.186436,300.265696,300.000000,Old,16,174137,15921,19
100.878750,102.048750,102.053625,113.058374,116.289598,122.000000,121.000000,3.859154,4.309498,6.335537,4.309511,6.433086,300.293468,300.000000,Old,16,182687,16704,19
101.085000,102.217500,102.480513,108.178379,113.688504,126.000000,123.000000,3.851754,4.276835,6.894779,4.276849,9.697866,300.270986,300.000000,Old,16,154341,16884,19
100.955000,102.013750,101.037538,111.983684,115.108216,124.000000,123.000000,3.561923,4.080480,6.096438,4.080484,19.803538,300.254426,300.000000,Old,16,167181,16024,19
100.878750,102.048750,102.053625,113.058374,116.289598,122.000000,121.000000,3.875036,4.326482,6.349756,4.326486,6.447221,300.240217,300.000000,Old,16,182674,16702,19
100.878750,102.048750,101.046888,111.927669,115.968825,122.000000,122.000000,3.868812,4.319423,6.526886,4.319427,6.572512,300.287214,300.000000,Old,16,192432,16908,19
100.878750,102.048750,102.053625,113.058374,116.289598,122.000000,121.000000,3.862943,4.313327,6.338350,4.313329,6.435785,300.279096,300.000000,Old,16,182674,16702,19
100.878750,102.048750,102.139225,112.423116,116.258045,126.000000,120.000000,4.951022,5.611399,7.914101,5.611401,16.904518,300.250858,300.000000,Old,16,175962,15974,19
