instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,183975.539693,183975.539693,186563.403655,186563.403655,188182.000000,188182.000000,0.035539,3.484235,4.255724,3.484241,3.484236,4.261306,1200.000000,None,4,488,0,0
1,184120.355247,184120.355247,184120.355247,186779.884371,186779.884371,188500.600000,188500.600000,0.033120,2.974266,6.510117,2.974279,2.974279,6.518501,1200.000000,None,4,1399,0,0
2,183975.692175,183975.692175,183975.692175,187034.271508,187034.271508,188242.100000,188242.100000,0.036452,2.536925,3.490900,2.536932,2.536928,3.497013,1200.000000,None,4,568,0,0
3,183964.132000,183964.132000,183964.132000,186965.779428,186965.779428,188183.000000,188183.000000,0.033417,3.822987,5.497586,3.823002,3.823001,5.505639,1200.000000,None,4,919,0,0
4,184744.565200,184744.565200,184744.565200,187442.897000,187442.897000,189215.300000,189215.300000,0.037043,3.492178,4.344887,3.492182,3.492177,4.352396,1200.000000,None,4,474,0,0
5,180998.836679,180998.836679,180998.836679,184188.142473,184188.142473,185398.100000,185398.100000,0.035256,2.131357,3.951486,2.131370,2.131367,3.959919,1200.000000,None,4,817,0,0
6,183151.888410,183151.888410,183151.888410,185468.407786,185722.013685,187571.500000,187571.500000,0.035353,2.182087,3.597209,2.182093,3.765739,8.956610,1200.000000,None,4,3974,157,0
7,183247.027318,183247.027318,183247.027318,186365.873927,186365.873927,187605.000000,187605.000000,0.035826,2.979553,4.321352,2.979559,2.979556,4.328587,1200.000000,None,4,643,0,0
8,183706.760304,183706.760304,183706.760304,186676.106512,186676.106512,188077.200000,188077.200000,0.036246,3.383310,3.919300,3.383316,3.383310,3.924983,1200.000000,None,4,313,0,0
9,183991.249556,183991.249556,183991.249556,187105.455174,187105.455174,188368.100000,188368.100000,0.033331,3.307643,4.692037,3.307648,3.307643,4.699753,1200.000000,None,4,800,0,0
10,183465.011815,183465.011815,183465.011815,186938.500660,186938.500660,187948.200000,187948.200000,0.032350,1.898834,6.508094,1.898842,1.898840,6.525009,1200.000000,None,4,1932,0,0
