lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
183975.539693,183975.539693,183975.539693,186563.403655,188182.000000,188182.000000,188182.000000,0.193100,3.665687,4.439070,3.665598,4.570425,9.888292,300.000000,None,64,5148,110,0
182999.979940,182999.979940,182999.979940,186325.882803,188056.600000,189454.700000,188056.600000,0.035314,0.897707,2.563415,0.897713,25.545970,42.360686,300.000000,None,64,36756,1724,0
182035.791449,182035.791449,182035.791449,185006.803314,186672.100000,186672.100000,186672.100000,0.035029,2.997701,6.230309,2.997707,6.641687,18.384938,300.000000,None,64,12983,552,0
182043.968054,182043.968054,182043.968054,185536.775279,186760.900000,187600.700000,186760.900000,0.037820,2.022175,2.920429,2.022180,4.738727,6.034158,300.000000,None,64,2840,98,0
182783.259527,182783.259527,182783.259527,185965.358370,188010.100000,188010.100000,188010.100000,0.037616,2.498041,4.784671,2.498048,4.981422,9.894167,300.000000,None,64,5270,202,0
184310.443333,184310.443333,184310.443333,187679.217372,188665.300000,188665.300000,188665.300000,0.039680,2.476260,7.246481,2.476262,7.642942,11.234819,300.000000,None,64,4664,112,0
183631.402272,183631.402272,183631.402272,186892.415609,188699.300000,189392.500000,188699.300000,0.035148,1.786560,4.033844,1.786566,11.333248,19.498254,300.000000,None,64,14602,606,0
179390.224702,179390.224702,179390.224702,181588.826829,183978.900000,183978.900000,183978.900000,0.034587,3.125263,3.920870,3.125267,4.042424,13.710443,300.000000,None,64,9118,446,0
181412.385261,181412.385261,181412.385261,184519.132010,186338.500000,186805.600000,186338.500000,0.036241,2.525702,3.958692,2.525710,10.672143,20.127558,300.000000,None,64,13618,776,0
184455.180606,184455.180606,184455.180606,187314.698678,189068.700000,189068.700000,189068.700000,0.035826,2.328215,2.775968,2.328226,2.857572,13.363320,300.000000,None,64,10026,342,0
183000.608758,183000.608758,183000.608758,186259.707625,187659.300000,189321.200000,187659.300000,0.035651,1.235688,5.215970,1.235694,47.165111,55.270145,300.000000,None,64,44052,3129,0
