instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,0.624041,0.965789,1.330762,0.965715,1.340863,1.920191,1200.000000,New,4,1960,140,4
1,20.015650,21.861942,21.861942,24.617297,33.000000,33.000000,33.000000,0.019397,0.127914,0.515740,0.127921,0.522725,1.099226,1200.000000,Farkas,4,2023,156,4
2,20.307934,22.278507,22.278507,24.688607,34.000000,34.000000,34.000000,0.019438,0.342208,0.660970,0.342222,0.667882,1.367857,1200.000000,Farkas,4,2014,182,4
3,20.867510,22.677383,22.677383,25.781956,34.000000,34.000000,34.000000,0.019708,0.308074,0.673282,0.308077,0.680471,1.287871,1200.000000,Farkas,4,2004,152,4
4,20.786773,22.538113,22.538113,25.222966,34.000000,34.000000,34.000000,0.019621,0.372354,0.766663,0.372365,0.773238,1.416290,1200.000000,Farkas,4,2162,144,4
5,20.877963,22.900434,22.878888,25.359180,31.000000,31.000000,31.000000,0.019688,0.105263,0.515523,0.105278,0.520905,0.749951,1200.000000,Farkas,4,1186,40,4
6,20.077726,21.649516,21.649516,25.097383,31.000000,31.000000,31.000000,0.019475,0.272158,0.641950,0.272173,0.648622,0.901572,1200.000000,Farkas,4,1196,56,4
7,20.661706,22.537880,22.537880,26.057778,34.000000,34.000000,34.000000,0.020332,0.270117,0.554928,0.270123,0.562718,1.158109,1200.000000,Farkas,4,1760,180,4
8,21.640111,23.473765,22.890551,25.460305,34.000000,34.000000,34.000000,0.017448,0.195437,0.583253,0.195452,0.589454,1.248997,1200.000000,Farkas,4,2128,150,4
9,20.570922,22.537880,22.537880,25.031592,33.000000,33.000000,33.000000,0.017487,0.369714,0.764511,0.369726,0.770734,1.241889,1200.000000,Farkas,4,1722,96,4
10,20.296192,22.398376,21.903355,25.326157,30.000000,30.000000,30.000000,0.022233,0.139233,0.545511,0.139235,0.552781,0.713727,1200.000000,Farkas,4,1057,16,4
