instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,10482.795280,10482.795280,10482.795280,10482.795280,11072.003566,12912.475382,11801.185729,0.015044,1.100863,1.119192,1.100880,815.883618,1221.964950,1200.000000,None,4,1418418,221490,0
1,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.009951,0.114637,0.116623,0.114655,0.114654,0.116614,1200.000000,None,4,0,0,0
2,0.000221,0.000221,0.000221,0.000221,0.000230,0.000230,0.000230,0.010112,0.037678,0.041276,0.037699,0.037698,0.041267,1200.000000,None,4,0,0,0
3,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.011123,0.138654,0.140701,0.138670,0.138669,0.140692,1200.000000,None,4,0,0,0
4,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.010977,0.176297,0.178323,0.176318,0.176318,0.178318,1200.000000,None,4,0,0,0
5,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.012104,0.135376,0.137359,0.135395,0.135395,0.137353,1200.000000,None,4,0,0,0
6,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.010461,0.123268,0.125234,0.123287,0.123287,0.125228,1200.000000,None,4,0,0,0
7,0.000221,0.000221,0.000221,0.000221,0.000230,0.000230,0.000230,0.008544,0.036065,0.039543,0.036078,0.036078,0.039537,1200.000000,None,4,0,0,0
8,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.010385,0.130031,0.132161,0.130049,0.130048,0.132153,1200.000000,None,4,0,0,0
9,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.011008,0.064633,0.066573,0.064647,0.064645,0.066564,1200.000000,None,4,0,0,0
10,0.000221,0.000221,0.000221,0.000221,0.000240,0.000240,0.000240,0.011167,0.127076,0.129084,0.127096,0.127095,0.129063,1200.000000,None,4,0,0,0
