instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,187492.196196,184778.476729,186812.699003,186812.699003,188182.000000,188182.000000,28.103117,31.543508,33.814927,31.543515,31.543512,33.823667,1200.000000,New,64,1052,0,112
1,184120.355247,187180.449655,184890.464828,187023.853217,187023.853217,188500.600000,188500.600000,3.684187,6.624442,7.210470,6.624451,6.624449,7.216447,1200.000000,Farkas,64,225,0,112
2,183975.692175,187526.645450,184771.442132,187105.332484,187105.332484,188242.100000,188242.100000,3.842114,6.347755,8.484118,6.347779,6.347777,8.493641,1200.000000,Farkas,64,1034,0,112
3,183964.132000,187417.147868,184775.922894,186587.831838,186587.831838,188183.000000,188183.000000,3.814025,7.599452,9.569720,7.599472,7.599472,9.579022,1200.000000,Farkas,64,830,0,112
4,184744.565200,188281.607247,185537.003534,187439.766138,187439.766138,189215.300000,189215.300000,3.868601,7.322301,8.062999,7.322316,7.322316,8.069329,1200.000000,Farkas,64,345,0,112
5,180998.836679,184095.973577,181824.195486,184086.808200,184086.808200,185398.100000,185398.100000,3.969574,6.067180,7.540165,6.067199,6.067199,7.549378,1200.000000,Farkas,64,655,0,112
6,183151.888410,186687.291502,183956.324792,186343.037067,186343.037067,187571.500000,187571.500000,4.030507,6.178741,6.788198,6.178762,6.178760,6.794662,1200.000000,Farkas,64,306,0,112
7,183247.027318,186777.894827,184053.200819,186265.087487,186265.087487,187605.000000,187605.000000,4.120529,7.064801,8.713249,7.064815,7.064814,8.724879,1200.000000,Farkas,64,761,0,112
8,183706.760304,187315.653850,184515.491626,187177.593471,187177.593471,188077.200000,188077.200000,3.824224,7.163986,9.447714,7.164006,7.164006,9.458939,1200.000000,Farkas,64,949,0,112
9,183991.249556,187059.181644,184762.578422,186583.075727,186583.075727,188368.100000,188368.100000,3.865103,7.136141,7.718407,7.136157,7.136156,7.724891,1200.000000,Farkas,64,303,0,112
10,183465.011815,186727.537537,184276.761552,186954.072350,186954.072350,187948.200000,187948.200000,3.993443,5.848386,6.831971,5.848398,5.848397,6.838732,1200.000000,Farkas,64,548,0,112
