lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
8877.000000,10186.285714,10168.357465,10353.827675,10740.928571,17928.000000,14787.000000,98.014181,99.879819,104.807419,99.879732,246.657231,300.239919,300.000000,New,64,121313,12826,696
10127.642857,10139.071429,10127.642857,11146.856956,11631.000000,11648.000000,11631.000000,11.174537,12.170472,12.244660,12.170483,15.404347,22.016502,300.000000,Farkas,64,11842,1266,696
