instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,186459.009372,185508.311955,186706.270439,186706.270439,188182.000000,188182.000000,16.201638,19.644433,20.579016,19.644289,19.644232,20.586849,1200.000000,New,16,385,0,31
1,184120.355247,186128.593106,184860.490315,187381.804219,187381.804219,188500.600000,188500.600000,5.865148,8.811443,9.498006,8.811459,8.811459,9.503464,1200.000000,Old,16,393,0,31
2,183975.692175,186424.848458,185173.435895,187100.990442,187100.990442,188242.100000,188242.100000,6.669295,9.177497,11.370153,9.177513,9.177513,11.380696,1200.000000,Old,16,889,0,31
3,183964.132000,186414.058378,184775.922894,186583.242077,186583.242077,188183.000000,188183.000000,5.321552,9.107863,11.518920,9.107878,9.107878,11.528218,1200.000000,Old,16,1083,0,31
4,184744.565200,187152.144319,185625.579964,187151.722571,189215.300000,189215.300000,189215.300000,10.734463,14.199447,15.440312,14.199452,15.711207,23.261339,1200.000000,Old,16,6370,204,31
5,180998.836679,183486.225565,182146.875715,184264.894647,184264.894647,185398.100000,185398.100000,5.792917,7.889199,10.494641,7.889212,7.889210,10.506489,1200.000000,Old,16,1279,0,31
6,183151.888410,185804.665065,183956.324792,185853.832410,185853.832410,187571.500000,187571.500000,11.455722,13.600151,14.503170,13.600168,13.600166,14.508819,1200.000000,Old,16,375,0,31
7,183247.027318,185687.240400,184053.200819,186069.215760,186069.215760,187605.000000,187605.000000,5.287680,8.229327,9.536657,8.229336,8.229334,9.546894,1200.000000,Old,16,602,0,31
8,183706.760304,186171.219184,184515.491626,187138.676955,187138.676955,188077.200000,188077.200000,8.386613,11.721826,13.755846,11.721832,11.721826,13.766422,1200.000000,Old,16,935,0,31
9,183991.249556,186092.941721,185082.324500,186412.466231,188368.100000,188368.100000,188368.100000,4.524825,7.793778,8.069436,7.793792,8.138418,13.086194,1200.000000,Old,16,4501,208,31
10,183465.011815,185848.941864,184338.186550,186987.449757,186987.449757,187948.200000,187948.200000,11.867541,13.725098,15.387798,13.725112,13.725110,15.396775,1200.000000,Old,16,789,0,31
