instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,0.873368,1.205834,1.573995,1.205630,1.584083,2.171598,1200.000000,New,4,1960,140,4
1,20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,0.157463,0.488999,0.855254,0.489002,0.865469,1.456692,1200.000000,New,4,1960,140,4
2,20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,0.153748,0.483601,0.848551,0.483615,0.858553,1.504219,1200.000000,New,4,2053,182,4
3,20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,0.156076,0.485284,0.850338,0.485297,0.860499,1.451033,1200.000000,New,4,1959,140,4
4,20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,0.156182,0.486090,0.850818,0.486101,0.860832,1.441851,1200.000000,New,4,1952,140,4
5,20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,0.158175,0.493560,0.869768,0.493574,0.880117,1.468005,1200.000000,New,4,1960,140,4
6,20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,0.153566,0.484503,0.851124,0.484516,0.861252,1.439787,1200.000000,New,4,1960,140,4
7,20.570922,22.537880,22.537880,24.687778,34.000000,34.000000,34.000000,0.155512,0.471203,0.859476,0.471216,0.866326,1.581177,1200.000000,New,4,2256,150,4
8,20.506657,22.537880,22.537880,24.953089,34.000000,34.000000,34.000000,0.160442,0.504121,0.909022,0.504130,0.916030,1.539917,1200.000000,New,4,2070,144,4
9,20.570922,22.537880,22.537880,25.012028,34.000000,34.000000,34.000000,0.154402,0.484895,0.850596,0.484910,0.860768,1.452793,1200.000000,New,4,1959,140,4
10,20.570922,22.513348,22.513348,24.917920,34.000000,34.000000,34.000000,0.153559,0.484173,0.880451,0.484183,0.890242,1.459907,1200.000000,New,4,1910,118,4
