lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.025257,1.437439,1.777468,1.437356,1.783008,2.379769,300.000000,None,16,2021,186,0
20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.001873,0.415336,0.754843,0.415347,0.760391,1.342976,300.000000,None,16,1968,180,0
20.570922,20.570922,20.570922,25.216498,34.000000,34.000000,34.000000,0.001767,0.343961,0.608576,0.343976,0.615347,1.244973,300.000000,None,16,1931,166,0
20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.001785,0.341411,0.679200,0.341422,0.684757,1.281163,300.000000,None,16,2016,186,0
20.570922,20.570922,20.570922,25.201781,34.000000,34.000000,34.000000,0.001769,0.296587,0.623618,0.296599,0.631401,1.188869,300.000000,None,16,1930,170,0
20.032382,20.032382,20.032382,24.318527,34.000000,34.000000,34.000000,0.001752,0.160899,0.507954,0.160913,0.515593,1.208356,300.000000,None,16,2304,192,0
20.570922,20.570922,20.570922,25.258041,34.000000,34.000000,34.000000,0.002328,0.284559,0.630892,0.284568,0.637804,1.114095,300.000000,None,16,1824,134,0
20.570922,20.570922,20.570922,25.361683,34.000000,34.000000,34.000000,0.001793,0.336414,0.690696,0.336429,0.696150,1.254252,300.000000,None,16,1945,150,0
20.296192,20.296192,20.296192,25.253027,30.000000,30.000000,30.000000,0.002170,0.138427,0.487259,0.138438,0.493249,0.624309,300.000000,None,16,893,20,0
20.570922,20.570922,20.570922,25.263555,34.000000,34.000000,34.000000,0.001797,0.216854,0.573014,0.216867,0.577972,1.130923,300.000000,None,16,1898,164,0
20.570922,20.570922,20.570922,24.946275,34.000000,34.000000,34.000000,0.001790,0.191222,0.453258,0.191236,0.460755,1.050836,300.000000,None,16,1840,144,0
