instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,20.570922,20.570922,20.570922,25.254803,34.000000,34.000000,34.000000,0.031560,1.663392,2.004293,1.663276,2.009795,2.604836,1200.000000,None,16,2021,186,0
1,20.376648,20.376648,20.376648,25.412918,31.000000,31.000000,31.000000,0.001747,0.090781,0.447058,0.090796,0.454032,0.625569,1200.000000,None,16,994,36,0
2,19.679410,19.679410,19.679410,24.546315,33.000000,34.000000,33.000000,0.001822,0.348273,0.703266,0.348285,1.222785,1.332703,1200.000000,None,16,2147,234,0
3,21.458054,21.458054,21.458054,25.429138,34.000000,34.000000,34.000000,0.002431,0.201693,0.557684,0.201703,0.562560,0.988149,1200.000000,None,16,1494,120,0
4,20.873985,20.873985,20.873985,26.101710,30.000000,30.000000,30.000000,0.001881,0.218880,0.573783,0.218892,0.580381,0.768248,1200.000000,None,16,1004,24,0
5,22.005354,22.005354,22.005354,26.218616,30.000000,30.000000,30.000000,0.003106,0.135226,0.467056,0.135238,0.471796,0.568806,1200.000000,None,16,861,16,0
6,20.797545,20.797545,20.797545,26.068919,34.000000,34.000000,34.000000,0.002369,0.205771,0.573063,0.205781,0.579599,1.233860,1200.000000,None,16,2298,196,0
7,20.015650,20.015650,20.015650,24.589354,33.000000,33.000000,33.000000,0.001816,0.309559,0.659873,0.309569,0.664266,1.137578,1200.000000,None,16,1719,102,0
8,20.035259,20.035259,20.035259,24.384374,30.000000,30.000000,30.000000,0.004323,0.239667,0.629906,0.239668,0.639422,0.813934,1200.000000,None,16,1206,50,0
9,20.375376,20.375376,20.375376,25.744935,31.000000,31.000000,31.000000,0.001763,0.095175,0.461908,0.095189,0.467092,0.713976,1200.000000,None,16,1134,36,0
10,22.437676,22.437676,22.437676,26.850976,34.000000,34.000000,34.000000,0.001847,0.166964,0.567354,0.166977,0.574861,0.936640,1200.000000,None,16,1464,92,0
