lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
134.915590,135.914844,135.221602,144.732393,144.732393,154.000000,148.000000,3.479369,4.580215,7.599814,4.580209,12.224400,300.538432,300.000000,New,4,191493,7933,4
135.862243,136.747157,136.188721,144.736811,145.997276,153.000000,149.000000,2.299946,3.221251,6.494360,3.221255,27.724318,300.191074,300.000000,Old,4,169417,11137,4
135.354844,136.270699,135.483081,143.814547,146.200168,152.000000,150.000000,1.370140,2.320996,5.969661,2.320999,6.091999,300.871426,300.000000,Old,4,150978,11584,4
135.311224,136.410240,135.654985,142.816383,145.121588,151.000000,148.000000,1.951834,3.555495,6.977921,3.555498,7.106658,300.139573,300.000000,Old,4,152940,11258,4
134.405958,135.289844,134.641794,142.260976,142.260976,153.000000,147.000000,2.015451,3.607686,6.929511,3.607701,7.002558,300.123612,300.000000,Old,4,172291,9824,4
134.576845,135.590937,134.909499,142.383672,142.383672,153.000000,149.000000,1.862582,2.728270,4.798645,2.728286,29.500154,300.170397,300.000000,Old,4,178907,10407,4
134.789766,136.067813,135.102990,142.466815,143.884541,153.000000,150.000000,2.020043,3.999742,7.278559,3.999752,26.188660,300.164519,300.000000,Old,4,127786,11177,4
135.052969,135.889219,135.290566,142.251522,143.555709,152.000000,148.000000,2.441057,3.841380,7.394892,3.841390,7.893374,300.943273,300.000000,Old,4,180033,11100,4
135.509664,136.468194,135.509664,141.731925,144.055259,155.000000,150.000000,1.911257,2.752418,5.683794,2.752423,5.872727,300.149624,300.000000,Old,4,165286,11241,4
134.597500,135.539167,135.052734,144.920893,144.920893,151.000000,149.000000,2.066736,2.992431,5.784037,2.992439,6.346391,300.123087,300.000000,Old,4,190063,10328,4
133.691159,134.580511,133.947666,142.400943,142.400943,155.000000,149.000000,2.071913,3.408325,6.867518,3.408333,16.984295,300.128477,300.000000,Old,4,164161,10580,4
