instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,183975.539693,183975.539693,183975.539693,186563.403655,186563.403655,188182.000000,188182.000000,0.347725,3.804969,4.576139,3.804835,3.804663,4.581541,1200.000000,None,16,488,0,0
1,184120.355247,184120.355247,184120.355247,186779.884371,186779.884371,188500.600000,188500.600000,0.032935,2.971448,6.506421,2.971463,2.971463,6.514776,1200.000000,None,16,1399,0,0
2,183975.692175,183975.692175,183975.692175,187034.271508,187034.271508,188242.100000,188242.100000,0.035482,2.536716,3.488940,2.536729,2.536728,3.495065,1200.000000,None,16,568,0,0
3,183964.132000,183964.132000,183964.132000,186965.779428,186965.779428,188183.000000,188183.000000,0.034004,3.828497,5.504018,3.828512,3.828511,5.512052,1200.000000,None,16,919,0,0
4,184744.565200,184744.565200,184744.565200,187442.897000,187442.897000,189215.300000,189215.300000,0.035713,3.488841,4.338533,3.488853,3.488852,4.346021,1200.000000,None,16,474,0,0
5,180998.836679,180998.836679,180998.836679,184188.142473,184188.142473,185398.100000,185398.100000,0.035457,2.129464,3.947686,2.129480,2.129479,3.956092,1200.000000,None,16,817,0,0
6,183151.888410,183151.888410,183151.888410,185468.407786,185722.013685,187571.500000,187571.500000,0.035188,2.184081,3.594410,2.184097,3.763190,8.955793,1200.000000,None,16,3974,157,0
7,183247.027318,183247.027318,183247.027318,186365.873927,186365.873927,187605.000000,187605.000000,0.031937,2.973429,4.313945,2.973441,2.973440,4.321165,1200.000000,None,16,643,0,0
8,183706.760304,183706.760304,183706.760304,186676.106512,186676.106512,188077.200000,188077.200000,0.035908,3.373690,3.909106,3.373702,3.373701,3.914783,1200.000000,None,16,313,0,0
9,183991.249556,183991.249556,183991.249556,187105.455174,187105.455174,188368.100000,188368.100000,0.033816,3.303955,4.688892,3.303969,3.303967,4.696754,1200.000000,None,16,800,0,0
10,183465.011815,183465.011815,183465.011815,186938.500660,186938.500660,187948.200000,187948.200000,0.027763,1.881942,6.479961,1.881956,1.881956,6.496932,1200.000000,None,16,1932,0,0
