instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,38893.903641,38893.903641,38893.903641,38893.903641,39581.760910,40560.054142,40005.054142,0.008999,0.439292,0.452373,0.439294,40.004036,1218.526041,1200.000000,None,16,2009571,336702,0
1,0.000222,0.000222,0.000222,0.000222,0.000230,0.000230,0.000230,0.009218,0.064788,0.068119,0.064802,0.064800,0.068110,1200.000000,None,16,0,0,0
2,0.000215,0.000215,0.000215,0.000215,0.000230,0.000230,0.000230,0.010866,0.079596,0.081427,0.079608,0.079605,0.081416,1200.000000,None,16,0,0,0
3,0.000216,0.000216,0.000216,0.000216,0.000230,0.000230,0.000230,0.008215,0.062430,0.064257,0.062443,0.062442,0.064250,1200.000000,None,16,0,0,0
4,0.000215,0.000215,0.000215,0.000215,0.000220,0.000220,0.000220,0.016543,0.052074,0.055347,0.052085,0.052085,0.055341,1200.000000,None,16,0,0,0
5,0.000215,0.000215,0.000215,0.000215,0.000230,0.000230,0.000230,0.007445,0.077246,0.079138,0.077253,0.077248,0.079118,1200.000000,None,16,0,0,0
6,0.000215,0.000215,0.000215,0.000215,0.000230,0.000230,0.000230,0.007238,0.105171,0.107028,0.105186,0.105186,0.107021,1200.000000,None,16,0,0,0
7,0.000214,0.000214,0.000214,0.000214,0.000230,0.000230,0.000230,0.015506,0.101242,0.103063,0.101255,0.101254,0.103058,1200.000000,None,16,0,0,0
8,0.000215,0.000215,0.000215,0.000215,0.000220,0.000220,0.000220,0.013094,0.032720,0.035987,0.032723,0.032718,0.035966,1200.000000,None,16,0,0,0
9,0.000216,0.000216,0.000216,0.000216,0.000230,0.000230,0.000230,0.009675,0.115566,0.117386,0.115577,0.115575,0.117376,1200.000000,None,16,0,0,0
10,0.000217,0.000217,0.000217,0.000217,0.000230,0.000230,0.000230,0.007379,0.049249,0.051093,0.049261,0.049260,0.051086,1200.000000,None,16,0,0,0
