instanceIndex,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
0,10482.795280,10482.795280,10482.795280,10482.795280,11074.289560,12912.475382,11801.185729,0.300604,1.728871,1.746324,1.728744,792.533357,1219.317971,1200.000000,None,64,1456220,227474,0
1,9585.022018,9585.022018,9585.022018,9585.022018,10119.019161,12310.441563,10832.907478,0.011276,0.395376,0.412454,0.395383,211.319974,1203.064859,1200.000000,None,64,1599809,249100,0
2,0.000221,0.000221,0.000221,0.000221,0.000230,0.000230,0.000230,0.011221,0.036497,0.039930,0.036509,0.036508,0.039921,1200.000000,None,64,0,0,0
3,0.000232,0.000232,0.000232,0.000232,0.000240,0.000240,0.000240,0.012261,0.341381,0.347824,0.341411,0.341413,0.347813,1200.000000,None,64,0,0,0
4,10483.513741,10483.513741,10483.513741,10483.513741,11149.201508,12916.099984,11876.694361,0.011317,0.990038,1.006960,0.990051,1194.495867,1202.978607,1200.000000,None,64,1602429,258000,0
5,10589.299920,10589.299920,10589.299920,10589.299920,11096.975155,12434.177453,11719.464045,0.015149,1.937145,1.953955,1.937156,219.191277,1202.953344,1200.000000,None,64,1575582,258005,0
6,0.000240,0.000240,0.000240,0.000240,0.000250,0.000250,0.000250,0.010638,0.071297,0.075166,0.071311,0.071308,0.075148,1200.000000,None,64,0,0,0
7,0.000223,0.000223,0.000223,0.000223,0.000240,0.000240,0.000240,0.012022,0.171983,0.173907,0.171994,0.171993,0.173898,1200.000000,None,64,0,0,0
8,0.000224,0.000224,0.000224,0.000224,0.000240,0.000240,0.000240,0.013218,0.068439,0.070330,0.068443,0.068438,0.070313,1200.000000,None,64,0,0,0
9,4235.907337,4235.907337,4235.907337,4235.907337,5108.259962,8099.210721,5888.962336,0.009403,1.000488,1.016765,1.000499,268.927311,1202.838451,1200.000000,None,64,1540441,238296,0
