lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes,actualTerms
38893.903641,38893.903641,38893.903641,38893.903641,39375.743482,40560.054142,40005.054142,0.059222,0.836216,0.849471,0.836171,40.371528,305.913432,300.000000,None,64,515006,86622,0
0.000222,0.000222,0.000222,0.000222,0.000230,0.000230,0.000230,0.009164,0.065692,0.068972,0.065706,0.065705,0.068967,300.000000,None,64,0,0,0
0.000215,0.000215,0.000215,0.000215,0.000230,0.000230,0.000230,0.008043,0.075067,0.076914,0.075081,0.075081,0.076909,300.000000,None,64,0,0,0
0.000216,0.000216,0.000216,0.000216,0.000230,0.000230,0.000230,0.010820,0.065596,0.067444,0.065610,0.065609,0.067438,300.000000,None,64,0,0,0
0.000215,0.000215,0.000215,0.000215,0.000220,0.000220,0.000220,0.007845,0.045462,0.048749,0.045473,0.045472,0.048743,300.000000,None,64,0,0,0
0.000215,0.000215,0.000215,0.000215,0.000230,0.000230,0.000230,0.007026,0.066714,0.068564,0.066728,0.066728,0.068559,300.000000,None,64,0,0,0
0.000215,0.000215,0.000215,0.000215,0.000230,0.000230,0.000230,0.007226,0.100838,0.102676,0.100852,0.100851,0.102670,300.000000,None,64,0,0,0
0.000214,0.000214,0.000214,0.000214,0.000230,0.000230,0.000230,0.007525,0.094408,0.096237,0.094422,0.094421,0.096232,300.000000,None,64,0,0,0
0.000215,0.000215,0.000215,0.000215,0.000220,0.000220,0.000220,0.007938,0.030514,0.033805,0.030526,0.030526,0.033800,300.000000,None,64,0,0,0
0.000216,0.000216,0.000216,0.000216,0.000230,0.000230,0.000230,0.008764,0.105280,0.107124,0.105294,0.105294,0.107118,300.000000,None,64,0,0,0
0.000217,0.000217,0.000217,0.000217,0.000230,0.000230,0.000230,0.007416,0.052484,0.054332,0.052495,0.052494,0.054327,300.000000,None,64,0,0,0
