lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
183975.539693,183975.539693,183975.539693,186563.403655,188182.000000,188182.000000,188182.000000,0.035243,3.495548,4.268470,3.495558,4.400066,9.710446,300.000000,None,4,5148,110
51934.200979,51934.200979,51934.200979,59967.981283,61495.920833,61495.920833,61495.920833,0.029806,2.255577,6.492502,2.255592,6.745713,11.132308,300.000000,None,4,4676,144
75465.969832,75465.969832,75465.969832,82482.118148,85243.300000,86260.105000,85243.300000,0.024677,1.870479,2.455713,1.870496,2.522168,4.761029,300.000000,None,4,2288,88
126398.523535,126398.523535,126398.523535,130709.554837,131586.600000,131586.600000,131586.600000,0.025335,0.742823,2.123279,0.742838,2.275291,3.949560,300.000000,None,4,1557,46
102979.849055,102979.849055,102979.849055,113751.455286,114816.800000,120788.850000,114816.800000,0.029811,0.505371,2.776689,0.505387,4.526600,6.477338,300.000000,None,4,2771,143
146496.636634,146496.636634,146496.636634,151448.242177,154059.550000,157165.475000,154059.550000,0.031868,1.269152,1.936954,1.269166,24.914665,30.896602,300.000000,None,4,30750,1392
29854.673354,29854.673354,29854.673354,32615.716001,37671.750000,37671.750000,37671.750000,0.024523,0.905455,1.104496,0.905469,1.139025,4.147897,300.000000,None,4,3160,150
63720.848991,63720.848991,63720.848991,75299.382500,76931.575000,76931.575000,76931.575000,0.033434,1.177714,2.853423,1.177731,3.012981,5.673819,300.000000,None,4,2552,78
62945.437889,62945.437889,62945.437889,63050.006925,63823.500000,63823.500000,63823.500000,0.029196,0.498716,0.578511,0.498720,0.588898,0.723508,300.000000,None,4,73,10
113029.421608,113029.421608,113029.421608,118982.695416,119371.583333,119371.583333,119371.583333,0.027442,2.154423,2.757022,2.154440,2.847533,3.706671,300.000000,None,4,566,26
48893.289111,48893.289111,48893.289111,50296.719537,50384.350000,50384.350000,50384.350000,0.024641,0.633199,0.810408,0.633216,0.819663,1.170010,300.000000,None,4,57,6
