lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
-59156.757374,-57696.386234,-58002.523488,0.000000,-59156.757374,0.000000,100000000000000007629769841091887003294964970946560.000000,962.726399,0.000000,0.000000,0.000000,0.000000,962.768649,300.000000,New,64,0,0
-59155.722715,-57688.048545,-58107.466325,-51919.961359,-51919.961359,-49664.000000,-49664.000000,94.456842,97.562414,98.289946,97.562429,98.309267,300.170262,300.000000,Old,64,100692,10507
-59156.234889,-57696.835749,-58064.114528,-51935.885954,-51881.366685,-49716.000000,-49716.000000,90.624435,95.601206,96.262409,95.601214,96.280288,300.157727,300.000000,Old,64,95607,11022
-59155.586355,-57695.783333,-58022.369754,-52090.001764,-51605.966150,-49812.000000,-49812.000000,102.660207,107.492542,108.291638,107.492556,108.309183,300.137299,300.000000,Old,64,62487,11419
-59157.381224,-57694.762734,-58337.027251,-52366.415273,-51858.363504,-49892.333333,-49892.333333,163.597075,169.972921,170.551932,169.972938,170.570332,300.189304,300.000000,Old,64,46865,11341
