lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
6875.000000,6875.000000,6875.000000,7444.481521,7615.000000,7615.000000,7615.000000,0.011228,0.659085,4.280855,0.659096,4.410548,15.598661,300.000000,None,64,15812,548
7056.063410,7056.063410,7056.063410,7415.053873,7785.000000,8145.000000,7785.000000,0.023754,1.571695,2.164508,1.571700,35.688847,38.212665,300.000000,None,64,51476,2261
7183.995599,7183.995599,7183.995599,7562.840290,7955.000000,8325.000000,7955.000000,0.025125,0.897494,1.233211,0.897506,7.584851,40.290881,300.000000,None,64,57960,2559
7219.865416,7219.865416,7219.865416,7649.486812,8015.000000,9055.000000,8015.000000,0.032724,0.642055,1.103665,0.642060,5.910862,13.960784,300.000000,None,64,16182,656
7209.883833,7209.883833,7209.883833,7483.714297,8040.000000,9905.000000,8040.000000,0.025905,0.547284,0.872620,0.547299,5.336633,24.230278,300.000000,None,64,30675,1316
7121.994609,7121.994609,7121.994609,7687.842810,7995.000000,10320.000000,7995.000000,0.034007,0.494228,0.920158,0.494233,4.285692,9.428321,300.000000,None,64,9469,316
7226.669293,7226.669293,7226.669293,7572.218959,7805.000000,8545.000000,7805.000000,0.028098,0.936943,1.454208,0.936948,7.634196,9.031675,300.000000,None,64,9400,320
7301.259871,7301.259871,7301.259871,7735.928959,8065.000000,8415.000000,8065.000000,0.032184,1.400241,1.951717,1.400249,18.198411,24.441859,300.000000,None,64,24417,905
7043.393190,7043.393190,7043.393190,7432.217327,7825.000000,8745.000000,7825.000000,0.027131,0.664133,1.047604,0.664147,51.118403,52.044313,300.000000,None,64,70955,3354
7139.372337,7139.372337,7139.372337,7488.081638,7955.000000,8355.000000,7955.000000,0.025239,1.106536,1.540641,1.106553,7.640055,23.160435,300.000000,None,64,28423,1262
7287.524246,7287.524246,7287.524246,7603.369846,8005.000000,9705.000000,8005.000000,0.029737,0.827644,1.145770,0.827660,17.261448,27.697162,300.000000,None,64,31218,1306
