lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
4.891112,4.891112,4.891112,45.042252,45.042252,47.043442,69.000000,69.000000,0.009862,2.334837,2.958819,2.334848,2.984160,305.147958,300.000000,None,32,44299,19998
4.891112,4.891112,4.891112,45.042252,45.042252,47.044503,69.000000,69.000000,0.007376,2.325480,2.948727,2.325495,2.973914,301.864281,300.000000,None,32,44552,20039
4.891112,4.891112,4.891112,45.304732,45.304732,47.107297,69.000000,69.000000,0.010739,2.326244,3.745566,2.326256,3.777784,301.884249,300.000000,None,32,49343,18718
-1125.879305,-1125.879305,-1125.879305,-1079.018202,-1079.018202,-1077.435809,-1062.000000,-1062.000000,0.009714,2.122888,2.734789,2.122899,2.762559,301.579010,300.000000,None,32,44534,19109
4.891112,4.891112,4.891112,45.042252,45.042252,47.044503,69.000000,69.000000,0.010243,2.331043,2.954562,2.331055,2.979681,302.440207,300.000000,None,32,44514,20079
4.890784,4.890784,4.890784,46.681807,46.681807,48.078014,68.000000,68.000000,0.009871,2.831182,3.897470,2.831194,3.935637,302.376648,300.000000,None,32,46821,18475
-1560.053132,-1560.053132,-1560.053132,-1517.628051,-1517.628051,-1515.736185,-1497.000000,-1497.000000,0.008863,2.123035,3.385508,2.123048,3.413743,303.191141,300.000000,None,32,40864,19642
-1126.250902,-1126.250902,-1126.250902,-1080.831917,-1080.831917,-1077.984036,-1061.000000,-1061.000000,0.010494,2.393077,2.991541,2.393097,3.011731,301.343410,300.000000,None,32,39741,19058
-1561.081010,-1561.081010,-1561.081010,-1518.977724,-1518.977724,-1516.400560,-1496.000000,-1496.000000,0.012302,2.218441,3.407250,2.218443,3.457078,302.363834,300.000000,None,32,38293,19411
-1561.081010,-1561.081010,-1561.081010,-1517.547870,-1517.547870,-1515.789215,-1496.000000,-1496.000000,0.010497,1.816925,2.854199,1.816939,2.882949,301.577856,300.000000,None,32,40397,19309
-1561.053132,-1561.053132,-1561.053132,-1518.991715,-1518.991715,-1516.569187,-1499.000000,-1499.000000,0.009296,1.687686,2.246361,1.687701,2.267849,301.872797,300.000000,None,32,43028,20010
-1832.486061,-1832.486061,-1832.486061,-1791.289220,-1791.289220,-1789.623368,-1768.000000,-1768.000000,0.012121,2.457634,3.298477,2.457646,3.322027,302.323839,300.000000,None,32,35981,19479
-1666.053132,-1666.053132,-1666.053132,-1624.552103,-1624.552103,-1622.286443,-1604.000000,-1604.000000,0.010462,1.665486,2.758634,1.665501,2.779343,302.045164,300.000000,None,32,33279,18399
4.891112,4.891112,4.891112,44.723730,44.723730,46.926169,69.000000,69.000000,0.009732,2.328822,2.950521,2.328833,2.977044,301.584305,300.000000,None,32,45498,19082
4.891112,4.891112,4.891112,45.042252,45.042252,47.375909,70.000000,70.000000,0.009935,2.362044,3.014549,2.362055,3.040214,302.239057,300.000000,None,32,51559,19462
4.519515,4.519515,4.519515,44.546713,44.546713,46.993907,69.000000,69.000000,0.009797,1.604984,2.231022,1.604999,2.255317,301.650724,300.000000,None,32,51854,18792
4.891112,4.891112,4.891112,44.905890,44.905890,46.451224,68.000000,68.000000,0.010312,2.433425,3.825762,2.433436,3.873313,302.279701,300.000000,None,32,58833,18275
4.891112,4.891112,4.891112,45.042252,45.042252,47.203891,69.000000,69.000000,0.015896,2.210686,2.833440,2.210692,2.858750,301.898914,300.000000,None,32,54405,19665
-1559.539193,-1559.539193,-1559.539193,-1515.483302,-1515.483302,-1513.434462,-1496.000000,-1496.000000,0.009932,1.549569,2.267412,1.549580,2.287945,302.415761,300.000000,None,32,42565,19721
-1127.250902,-1127.250902,-1127.250902,-1082.581527,-1082.581527,-1080.590363,-1065.000000,-1065.000000,0.010249,2.557227,3.363013,2.557241,3.384976,302.455616,300.000000,None,32,48702,19072
4.891112,4.891112,4.891112,45.042252,45.042252,47.329996,70.000000,70.000000,0.013705,2.442498,3.098167,2.442504,3.124333,302.320919,300.000000,None,32,45306,20016
4.891112,4.891112,4.891112,45.042252,45.042252,47.044503,69.000000,69.000000,0.009922,2.330119,2.954302,2.330133,2.979404,301.938808,300.000000,None,32,44527,20036
4.891112,4.891112,4.891112,45.042252,45.042252,47.192733,69.000000,69.000000,0.011789,2.294108,2.915321,2.294122,2.940421,301.898857,300.000000,None,32,44168,20355
4.891112,4.891112,4.891112,44.427974,44.427974,46.396972,69.000000,69.000000,0.010235,2.380236,3.194380,2.380251,3.219758,301.957659,300.000000,None,32,50188,20484
4.891112,4.891112,4.891112,45.042252,45.042252,47.053562,69.000000,69.000000,0.009910,2.338060,2.961531,2.338074,2.986675,301.628934,300.000000,None,32,44634,20074
4.891112,4.891112,4.891112,45.042252,45.042252,47.044503,69.000000,69.000000,0.010611,2.328915,2.952694,2.328929,2.977789,301.856322,300.000000,None,32,44563,20041
4.891112,4.891112,4.891112,45.394548,45.394548,46.245511,69.000000,69.000000,0.009442,2.344332,4.324710,2.344347,4.358240,302.465049,300.000000,None,32,63538,18991
4.891112,4.891112,4.891112,45.042252,45.042252,46.951773,69.000000,69.000000,0.009956,2.342047,2.965943,2.342059,2.991597,302.635136,300.000000,None,32,53624,20135
4.891440,4.891440,4.891440,46.042252,46.042252,48.044099,70.000000,70.000000,0.011879,2.544864,3.168874,2.544877,3.193984,301.834030,300.000000,None,32,44551,20038
-1127.622499,-1127.622499,-1127.622499,-1082.635217,-1082.635217,-1080.970916,-1065.000000,-1065.000000,0.009257,2.196918,2.778475,2.196930,2.801381,301.304224,300.000000,None,32,40565,17830
-1126.622499,-1126.622499,-1126.622499,-1084.887713,-1084.887713,-1083.236441,-1063.000000,-1063.000000,0.010338,1.737666,2.324888,1.737678,2.346300,301.429016,300.000000,None,32,34369,18411
4.891112,4.891112,4.891112,44.887703,44.887703,47.013988,70.000000,70.000000,0.010438,1.503679,2.140307,1.503695,2.164265,302.517955,300.000000,None,32,43855,19416
4.891112,4.891112,4.891112,45.799614,45.799614,46.876129,69.000000,69.000000,0.010852,2.697415,3.752730,2.697429,3.780393,302.334848,300.000000,None,32,55049,19119
-1560.538865,-1560.538865,-1560.538865,-1517.956576,-1517.956576,-1515.669967,-1498.000000,-1498.000000,0.009924,2.243465,2.747879,2.243479,2.769179,302.561018,300.000000,None,32,41115,20151
4.891112,4.891112,4.891112,46.117908,46.117908,47.484865,69.000000,69.000000,0.015569,2.525828,4.011582,2.525832,4.060480,302.967397,300.000000,None,32,51202,17792
4.874713,4.874713,4.874713,44.309755,44.309755,46.167709,69.000000,69.000000,0.007459,2.218779,3.107612,2.218793,3.136920,303.326103,300.000000,None,32,54592,19635
4.891112,4.891112,4.891112,45.116643,45.116643,47.181279,70.000000,69.000000,0.012714,2.384231,3.314992,2.384245,3.346220,302.136091,300.000000,None,32,42774,16858
4.743850,4.743850,4.743850,44.456922,44.456922,46.618611,68.000000,68.000000,0.008732,2.185860,2.786774,2.185874,2.810423,302.364279,300.000000,None,32,46889,19468
4.890784,4.890784,4.890784,46.701688,46.701688,47.903168,69.000000,69.000000,0.012141,2.433597,3.896689,2.433606,3.934338,302.306037,300.000000,None,32,60979,18610
4.891112,4.891112,4.891112,45.814400,45.814400,47.150447,69.000000,69.000000,0.009732,2.393159,3.026284,2.393173,3.049225,302.854307,300.000000,None,32,54107,20303
4.891112,4.891112,4.891112,45.338518,45.338518,46.982069,69.000000,69.000000,0.016737,2.436443,4.101171,2.436449,4.133278,301.803789,300.000000,None,32,62751,17367
-1127.737291,-1127.737291,-1127.737291,-1082.456968,-1082.456968,-1079.766752,-1062.000000,-1062.000000,0.008972,1.962600,2.546030,1.962615,2.566919,301.691713,300.000000,None,32,35884,19174
4.743522,4.743522,4.743522,44.818237,44.818237,47.370878,69.000000,69.000000,0.010887,2.306360,2.895126,2.306372,2.916299,302.491329,300.000000,None,32,49947,19748
4.891112,4.891112,4.891112,45.480809,45.480809,46.849816,69.000000,69.000000,0.011017,2.514598,3.326746,2.514610,3.356576,302.099513,300.000000,None,32,58220,18824
4.891112,4.891112,4.891112,44.879298,44.879298,47.238363,69.000000,69.000000,0.011205,2.739561,3.352922,2.739573,3.379040,301.573989,300.000000,None,32,50363,19946
4.891112,4.891112,4.891112,45.776884,45.776884,47.317982,69.000000,69.000000,0.009787,2.344353,3.257997,2.344363,3.285740,302.711562,300.000000,None,32,49174,20453
4.891112,4.891112,4.891112,45.260748,45.260748,46.906254,69.000000,69.000000,0.009768,2.344925,4.619986,2.344936,4.642192,302.979812,300.000000,None,32,51861,19612
