lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
4.891112,4.891112,4.891112,45.042252,45.042252,47.044099,69.000000,69.000000,0.010611,2.334032,2.958165,2.334042,2.983540,305.035533,300.000000,None,128,44498,20031
4.295714,4.295714,4.295714,44.346086,44.346086,45.899562,70.000000,70.000000,0.027072,2.955262,4.682694,2.955269,4.735287,302.647209,300.000000,None,128,102934,17130
3.008773,3.008773,3.008773,41.308533,41.308533,44.086688,59.000000,59.000000,0.019747,2.023988,2.548433,2.023997,2.573608,302.337547,300.000000,None,128,138892,15969
3.283963,3.283966,3.283966,41.487214,41.487214,43.346312,68.000000,68.000000,0.020593,4.526573,5.240163,4.526585,5.273436,302.125971,300.000000,None,128,85227,17056
3.608193,3.608193,3.608193,43.914272,43.914272,46.123702,72.000000,72.000000,0.024106,2.747218,3.677411,2.747230,3.711772,302.170171,300.000000,None,128,92474,18521
2.885167,2.885168,2.885168,43.580867,43.580867,45.065998,67.000000,67.000000,0.024745,3.393006,4.366808,3.393017,4.398764,301.769873,300.000000,None,128,88395,16109
2.409047,2.409047,2.409047,37.666049,37.666049,40.202514,54.000000,54.000000,0.024871,2.240624,2.708966,2.240636,2.750172,302.475257,300.000000,None,128,131630,18970
2.109038,2.109038,2.109038,42.241462,42.241462,44.252406,70.000000,70.000000,0.019418,2.280925,2.996932,2.280939,3.043162,302.951187,300.000000,None,128,86995,17833
2.875449,2.875449,2.875449,45.259903,45.259903,47.100027,69.000000,69.000000,0.024957,2.942678,3.880213,2.942691,3.912570,302.207546,300.000000,None,128,91091,18576
2.231056,2.231056,2.231056,37.155879,37.155879,41.858635,66.000000,66.000000,0.023085,2.901025,3.469484,2.901035,3.541142,301.650359,300.000000,None,128,105956,16670
2.414704,2.414704,2.414704,39.304661,39.304661,41.981972,60.000000,60.000000,0.025206,3.653506,4.157463,3.653515,4.186091,301.970695,300.000000,None,128,96576,16743
3.271880,3.271934,3.271934,41.217176,41.217176,44.161687,70.000000,70.000000,0.025444,3.806549,4.750126,3.806559,4.792679,302.330125,300.000000,None,128,64068,15773
2.471708,2.471708,2.471708,39.780715,39.780715,43.013201,68.000000,68.000000,0.019557,2.816171,3.262479,2.816181,3.296096,302.288811,300.000000,None,128,112593,18316
1.686262,1.686262,1.686262,39.407353,39.407353,41.545541,68.000000,68.000000,0.020551,3.016821,3.767645,3.016832,3.794524,302.068319,300.000000,None,128,88531,18550
3.653053,3.653053,3.653053,45.249194,45.249194,46.286117,70.000000,70.000000,0.015793,2.430247,3.637053,2.430253,3.682583,302.237759,300.000000,None,128,71807,15867
3.526614,3.526617,3.526617,40.737963,40.737963,44.094932,67.000000,66.000000,0.025277,2.899548,3.708036,2.899552,196.840278,302.140466,300.000000,None,128,113790,17889
4.198597,4.198619,4.198619,46.507894,46.507894,48.940403,66.000000,66.000000,0.024519,2.539239,4.188795,2.539251,4.232756,301.836315,300.000000,None,128,92292,16667
2.611072,2.611075,2.611075,41.040540,41.040540,43.111326,65.000000,65.000000,0.026895,3.979361,4.635047,3.979374,4.674145,301.244172,300.000000,None,128,106400,16269
3.205094,3.205094,3.205094,41.596111,41.596111,45.288414,63.000000,63.000000,0.020037,1.843859,2.238952,1.843872,2.264320,301.448503,300.000000,None,128,76749,17895
2.523179,2.523182,2.523179,40.546476,40.546476,42.176146,70.000000,70.000000,0.018848,2.751897,3.711827,2.751908,3.758822,302.175042,300.000000,None,128,82268,17180
3.380278,3.380278,3.380278,44.660373,44.660373,46.337347,69.000000,69.000000,0.021001,2.637792,3.328203,2.637807,3.378307,302.209290,300.000000,None,128,89207,16196
