lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
4.891112,4.891112,4.891112,45.042252,45.042252,47.043442,69.000000,69.000000,0.008183,2.332517,2.957487,2.332530,2.982824,305.830240,300.000000,None,32,44357,20004
4.389510,4.389510,4.389510,44.238634,44.238634,47.438437,70.000000,70.000000,0.014545,2.976909,3.528109,2.976925,3.550202,305.432489,300.000000,None,32,69001,18781
3.471579,3.471579,3.471579,41.882337,41.882337,43.439579,71.000000,71.000000,0.013721,2.731248,3.689086,2.731253,3.721914,302.472777,300.000000,None,32,61964,19390
3.989857,3.989857,3.989857,45.087041,45.087041,47.499377,68.000000,68.000000,0.016558,2.909323,3.716476,2.909332,3.753381,302.483550,300.000000,None,32,59768,18401
4.340118,4.340118,4.340118,45.851835,45.851835,48.128508,70.000000,70.000000,0.011079,2.255132,3.104030,2.255143,3.127452,301.861780,300.000000,None,32,65497,18701
4.304308,4.304308,4.304308,42.563282,42.563282,44.451519,71.000000,71.000000,0.013700,2.534710,3.182575,2.534725,3.213133,302.139406,300.000000,None,32,62422,19825
4.754252,4.754252,4.754252,45.811733,45.811733,47.398175,72.000000,72.000000,0.018884,2.928412,3.916063,2.928428,3.955222,301.614231,300.000000,None,32,86136,17000
4.893027,4.893027,4.893027,45.441463,45.441463,47.427550,70.000000,70.000000,0.016821,3.065974,4.340475,3.065978,4.409031,301.921972,300.000000,None,32,65869,17019
4.546237,4.546237,4.546237,44.426556,44.426556,46.354132,71.000000,71.000000,0.011083,2.489254,3.207480,2.489265,3.252273,301.949961,300.000000,None,32,57063,16966
3.520022,3.520022,3.520022,43.682545,43.682545,45.247726,71.000000,71.000000,0.014028,3.173025,4.185321,3.173030,4.227726,302.390857,300.000000,None,32,66066,18966
4.617689,4.617744,4.617689,44.401123,44.401123,46.350622,71.000000,71.000000,0.014132,2.796600,4.363488,2.796615,4.411272,301.930284,300.000000,None,32,62592,18035
4.891249,4.891249,4.891249,44.611623,44.611623,46.626827,69.000000,69.000000,0.010767,2.099331,2.873165,2.099344,2.911138,301.330746,300.000000,None,32,46929,16843
4.886520,4.886520,4.886520,44.935428,44.935428,47.045243,71.000000,71.000000,0.011766,2.812821,4.108770,2.812834,4.148535,302.029055,300.000000,None,32,53308,18455
5.077250,5.077250,5.077250,45.858018,45.858018,47.654564,72.000000,72.000000,0.017665,3.063048,4.081588,3.063058,4.136441,302.116380,300.000000,None,32,68678,17811
4.694490,4.694490,4.694490,44.029087,44.029087,45.310716,73.000000,73.000000,0.011041,2.346675,3.735121,2.346686,3.774659,302.145956,300.000000,None,32,70833,16977
