lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
4.891112,5.748770,5.377173,45.042252,45.042252,47.012296,69.000000,69.000000,6.994693,9.329109,9.966901,9.329116,9.992261,312.185980,300.000000,New,8,44439,20257
4.891112,5.748770,5.377173,48.176246,48.189843,50.041677,69.000000,69.000000,0.286309,2.413457,3.193433,2.413471,3.221448,303.093829,300.000000,Farkas,8,65234,17766
4.891112,5.748770,5.377173,48.011449,48.011449,50.305768,69.000000,69.000000,0.287222,2.800309,3.345811,2.800320,3.369865,303.184074,300.000000,Farkas,8,79664,20017
-1125.879305,-1125.393244,-1125.393244,-1077.652359,-1077.652359,-1076.102959,-1062.000000,-1062.000000,0.274891,2.849595,3.500574,2.849608,3.524882,303.109373,300.000000,Farkas,8,60015,18504
4.891112,5.748770,5.377173,47.209551,47.218937,49.195274,69.000000,69.000000,0.286358,2.702056,3.316205,2.702066,3.339717,303.139202,300.000000,Farkas,8,71516,19247
4.890784,5.748442,5.376845,47.810281,47.810281,49.476124,68.000000,68.000000,0.283621,3.613659,4.547859,3.613668,4.570866,303.670908,300.000000,Farkas,8,58257,18352
-1560.053132,-1559.426369,-1560.053132,-1516.661627,-1516.661627,-1513.574783,-1497.000000,-1497.000000,0.274394,2.700478,3.174341,2.700488,3.205155,303.126900,300.000000,Farkas,8,38513,19204
-1126.250902,-1125.764841,-1125.764841,-1078.733358,-1078.733358,-1076.731989,-1061.000000,-1061.000000,0.270770,3.000973,3.468879,3.000982,3.495053,303.821090,300.000000,Farkas,8,46352,18209
-1561.081010,-1560.454247,-1561.081010,-1517.045527,-1517.045527,-1514.408689,-1496.000000,-1496.000000,0.278178,2.519414,3.119828,2.519421,3.137823,303.511081,300.000000,Farkas,8,58930,20511
-1561.081010,-1560.454247,-1561.081010,-1516.704625,-1516.704625,-1515.125024,-1495.000000,-1496.000000,0.277219,2.840495,3.460163,2.840511,3.488110,302.876043,300.000000,Farkas,8,72313,19543
-1561.053132,-1560.426369,-1561.053132,-1516.802641,-1516.802641,-1514.695189,-1499.000000,-1499.000000,0.272925,2.828807,3.251730,2.828822,3.284838,303.261265,300.000000,Farkas,8,52765,17595
-1832.486061,-1831.859298,-1832.486061,-1789.600498,-1789.600498,-1786.881115,-1768.000000,-1768.000000,0.277031,3.353463,3.820377,3.353480,3.849410,303.559698,300.000000,Farkas,8,49823,19221
-1666.053132,-1665.426369,-1666.053132,-1622.719808,-1622.719808,-1619.862843,-1603.000000,-1604.000000,0.278044,2.571828,3.273048,2.571842,3.292948,303.588540,300.000000,Farkas,8,66097,19982
4.891112,5.748770,5.377173,47.209551,47.218937,49.177677,69.000000,69.000000,0.284982,2.415684,3.032034,2.415696,3.055614,303.463407,300.000000,Farkas,8,69629,19253
4.891112,5.748770,5.377173,48.064713,48.064713,49.978515,69.000000,69.000000,0.287443,2.834806,3.678921,2.834818,3.704434,302.935863,300.000000,Farkas,8,54929,19142
4.519515,5.377173,5.005576,47.728588,47.728588,49.631185,69.000000,69.000000,0.285035,3.636112,4.243810,3.636125,4.264235,302.759411,300.000000,Farkas,8,62956,18687
4.891112,5.748770,5.377173,46.145143,46.225008,48.429993,68.000000,68.000000,0.287133,2.693466,3.344731,2.693478,3.375229,303.297129,300.000000,Farkas,8,53557,18460
4.891112,5.748770,5.377173,47.209551,47.218937,49.196930,69.000000,69.000000,0.287367,2.417201,3.032466,2.417215,3.056150,303.491359,300.000000,Farkas,8,70508,19288
