lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
4.891112,7.377173,5.535063,45.042252,45.042252,47.012296,69.000000,69.000000,27.276029,29.610408,30.245356,29.610424,30.270590,328.645562,300.000000,New,128,45002,20256
4.295714,4.324159,4.295714,44.321494,44.321494,45.776520,70.000000,70.000000,4.532176,7.705523,8.412934,7.705544,8.455392,305.779530,300.000000,Farkas,128,92481,15883
3.008773,3.008779,3.008773,41.497862,41.497862,43.431991,59.000000,59.000000,4.631599,6.652155,7.275330,6.652166,7.330076,305.896094,300.000000,Farkas,128,130207,15598
3.283963,3.293210,3.283963,41.545760,41.545760,43.289553,68.000000,68.000000,4.333567,9.546127,10.296769,9.546140,10.339889,305.590611,300.000000,Farkas,128,94746,14226
3.608180,4.480879,3.608180,46.441742,46.441742,47.734901,71.000000,71.000000,4.464297,7.855937,8.752350,7.855961,8.791840,305.713312,300.000000,Farkas,128,125871,16472
2.885167,3.057900,2.885167,42.563932,42.563932,43.931806,67.000000,67.000000,4.518520,7.815722,8.760856,7.815754,8.830020,305.782855,300.000000,Farkas,128,91427,14044
2.409039,2.415610,2.409039,37.320263,37.320263,40.289689,54.000000,54.000000,5.282139,7.228981,8.405842,7.228998,8.471726,306.570134,300.000000,Farkas,128,134214,17533
2.109023,2.110630,2.108990,42.214259,42.214259,44.408922,71.000000,70.000000,4.459931,8.379806,9.035605,8.379826,9.090660,305.787285,300.000000,Farkas,128,111864,15315
2.875449,3.900531,2.875448,44.556894,44.556894,47.104465,68.000000,68.000000,4.648078,7.575171,8.133513,7.575188,8.169262,305.918070,300.000000,Farkas,128,146328,16674
2.231056,2.232719,2.231056,37.157744,37.157744,41.029971,68.000000,68.000000,4.444363,7.768074,8.280512,7.768098,8.364438,305.767598,300.000000,Farkas,128,117558,15954
2.414704,3.419148,2.414704,39.691773,39.691773,42.320149,60.000000,60.000000,4.707184,7.396963,8.227088,7.396965,8.284009,306.022800,300.000000,Farkas,128,119796,16692
3.271880,4.806704,3.271880,39.687521,39.687521,42.968708,71.000000,71.000000,4.472849,8.740445,9.412339,8.740462,9.450789,305.840440,300.000000,Farkas,128,66743,15457
2.471708,2.489468,2.471708,39.824194,39.824194,41.634023,68.000000,68.000000,4.619557,7.676184,8.357024,7.676196,8.383215,305.901636,300.000000,Farkas,128,143165,15883
1.686294,1.709798,1.686262,39.442563,39.442563,41.599534,66.000000,66.000000,4.479102,8.613892,9.265367,8.613916,9.295510,305.779161,300.000000,Farkas,128,109346,18177
3.653015,4.382506,3.667487,45.418577,45.418577,47.284422,70.000000,70.000000,3.979044,6.709434,7.282765,6.709454,7.317333,305.219473,300.000000,Farkas,128,107520,14679
3.526614,3.542888,3.526614,41.161337,41.161337,43.651604,65.000000,65.000000,4.515079,7.586343,8.350941,7.586366,8.393963,305.786233,300.000000,Farkas,128,153007,15959
4.198617,4.198616,4.198597,46.645485,46.645485,49.323173,66.000000,66.000000,4.368582,8.493944,9.217741,8.493955,9.279755,305.637860,300.000000,Farkas,128,64529,14812
2.611072,3.442872,2.611072,41.917199,41.917199,43.288413,65.000000,65.000000,4.811679,9.311949,10.014561,9.311962,10.042321,306.129156,300.000000,Farkas,128,106508,15224
3.205094,3.315006,3.205094,41.870908,41.870908,45.087257,62.000000,62.000000,4.435357,6.316180,6.837121,6.316191,6.868906,305.677502,300.000000,Farkas,128,68282,15721
2.523179,3.526459,2.523179,42.363331,42.363331,44.351299,70.000000,70.000000,4.333872,7.331535,8.331562,7.331548,8.364146,305.667610,300.000000,Farkas,128,113176,16956
3.380250,3.424599,3.380250,44.610091,44.610091,45.757928,69.000000,69.000000,4.268260,7.404937,8.485558,7.404948,8.550421,305.481266,300.000000,Farkas,128,129540,15157
