lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
-11980000.000000,-11980000.000000,-11980000.000000,-11980000.000000,-11670000.000000,-11670000.000000,-11670000.000000,0.051929,0.670914,0.685157,0.670845,0.688427,0.719793,300.000000,None,16,53,8
-61110623.835249,-61110623.835249,-61110623.835249,-54956095.655289,-53254653.800000,-53254653.800000,-53254653.800000,0.009908,0.152245,0.185502,0.152250,0.190680,0.239299,300.000000,None,16,101,10
-78555029.726141,-78555029.726141,-78555029.726141,0.000000,-78555029.726141,0.000000,-78555029.726141,0.007047,0.000000,0.000000,0.021994,0.000000,0.022938,300.000000,None,16,0,0
-59488287.844859,-59488287.844859,-59488287.844859,-50046784.305965,-49815322.800000,-49815322.800000,-49815322.800000,0.007464,0.166749,0.193649,0.166766,0.200460,0.213359,300.000000,None,16,52,2
-56058523.994444,-56058523.994444,-56058523.994444,-49024765.961974,-49024756.333333,-49024756.333333,-49024756.333333,0.004804,0.148867,0.168714,0.148883,0.171066,0.179733,300.000000,None,16,27,2
-180694515.219080,-180694515.219080,-180694515.219080,0.000000,-180694515.219080,0.000000,-180694515.219080,0.005940,0.000000,0.000000,0.020946,0.000000,0.021856,300.000000,None,16,0,0
-36648873.200000,-36648873.200000,-36648873.200000,-36648873.200000,-36578874.600000,-36578874.600000,-36578874.600000,0.005671,0.181991,0.194736,0.182007,0.198300,0.225906,300.000000,None,16,50,8
-98287329.013622,-98287329.013622,-98287329.013622,0.000000,-98287329.013622,0.000000,-98287329.013622,0.004879,0.000000,0.000000,0.016457,0.000000,0.017369,300.000000,None,16,0,0
-60940234.284572,-60940234.284572,-60940234.284572,-56809647.940692,-54215448.462149,-54215448.462149,-54215448.462149,0.005311,0.161388,0.186190,0.161404,0.192099,0.234533,300.000000,None,16,74,8
-59135350.722222,-59135350.722222,-59135350.722222,-48210807.059099,-48210792.055556,-48210792.055556,-48210792.055556,0.006944,0.219912,0.276014,0.219926,0.280503,0.311136,300.000000,None,16,101,4
-110839680.002495,-110839680.002495,-110839680.002495,0.000000,-109809779.966421,-109809779.966421,-109809779.966421,0.015214,0.120441,0.000000,0.120450,0.120446,0.123359,300.000000,None,16,0,0
