lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
4.891112,4.891112,4.891112,45.042252,45.042252,47.043146,69.000000,69.000000,0.010677,2.333321,2.964130,2.333334,2.989486,305.929418,300.000000,None,16,44208,19979
4.389510,4.389510,4.389510,44.238634,44.238634,47.438437,70.000000,70.000000,0.013103,2.976843,3.532069,2.976852,3.554287,305.497095,300.000000,None,16,68777,18752
3.471579,3.471579,3.471579,41.882337,41.882337,43.436302,71.000000,71.000000,0.012121,2.733293,3.698620,2.733308,3.731394,302.424255,300.000000,None,16,61581,19331
3.989857,3.989857,3.989857,45.087041,45.087041,47.499377,68.000000,68.000000,0.015528,2.912936,3.726454,2.912946,3.763400,301.523018,300.000000,None,16,59753,18397
4.340118,4.340118,4.340118,45.851835,45.851835,48.125951,70.000000,70.000000,0.012890,2.255953,3.110709,2.255965,3.134113,302.006784,300.000000,None,16,65304,18661
4.304308,4.304308,4.304308,42.563282,42.563282,44.451123,71.000000,71.000000,0.013643,2.533740,3.186768,2.533742,3.217281,302.602936,300.000000,None,16,62331,19792
4.754252,4.754252,4.754252,45.811733,45.811733,47.397537,72.000000,72.000000,0.024644,2.939873,3.936371,2.939878,3.975459,301.595382,300.000000,None,16,85959,16980
4.893027,4.893027,4.893027,45.441463,45.441463,47.427550,70.000000,70.000000,0.008996,3.062680,4.347808,3.062694,4.416590,301.958779,300.000000,None,16,65776,16992
4.546237,4.546237,4.546237,44.426556,44.426556,46.354132,71.000000,71.000000,0.013647,2.496644,3.220487,2.496651,3.265247,301.630533,300.000000,None,16,56997,16950
3.520022,3.520022,3.520022,43.682545,43.682545,45.247298,71.000000,71.000000,0.011837,3.178003,4.197017,3.178016,4.239511,302.342311,300.000000,None,16,65803,18947
4.617689,4.617744,4.617689,44.401123,44.401123,46.350622,71.000000,71.000000,0.014184,2.801579,4.382669,2.801592,4.430419,302.060653,300.000000,None,16,62510,18016
4.891249,4.891249,4.891249,44.611623,44.611623,46.626415,69.000000,69.000000,0.010826,2.101869,2.883119,2.101881,2.921111,301.355546,300.000000,None,16,46812,16823
4.886520,4.886520,4.886520,44.935428,44.935428,47.045243,71.000000,71.000000,0.010325,2.817632,4.124160,2.817650,4.163933,302.080311,300.000000,None,16,53273,18442
5.077250,5.077250,5.077250,45.858018,45.858018,47.654564,72.000000,72.000000,0.016027,3.067648,4.094539,3.067663,4.149535,301.796859,300.000000,None,16,68574,17758
4.694490,4.694490,4.694490,44.029087,44.029087,45.310512,73.000000,73.000000,0.012462,2.351437,3.752754,2.351447,3.792398,302.189553,300.000000,None,16,70732,16956
3.875861,3.875861,3.875861,43.670934,43.670934,45.628593,71.000000,71.000000,0.021913,2.216510,2.869540,2.216519,2.920693,301.390750,300.000000,None,16,94465,16942
4.693523,4.693523,4.693523,46.876704,46.876704,48.023798,70.000000,70.000000,0.015251,1.988415,3.624656,1.988427,3.672021,302.170707,300.000000,None,16,71871,16997
4.891112,4.891112,4.891112,44.679326,44.679326,46.902385,70.000000,70.000000,0.012555,2.777878,3.438936,2.777892,3.469736,301.851025,300.000000,None,16,67727,19008
4.763542,4.763542,4.763542,43.736458,43.736458,45.932618,70.000000,70.000000,0.017872,2.733536,3.692481,2.733545,3.744376,301.864046,300.000000,None,16,81207,18035
4.825208,4.825208,4.825208,42.242473,42.242473,44.780179,67.000000,67.000000,0.017694,3.374896,4.008866,3.374907,4.037745,301.805000,300.000000,None,16,80940,18545
