lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBoundPreVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
7515.271029,7515.271029,7515.271029,7516.785049,7516.785049,7517.000000,23125.000000,23125.000000,0.097468,4.505456,5.690829,4.505479,5.836289,301.178297,300.000000,None,4,73932,1715
8128.216941,8128.216941,8128.216941,8692.831769,8692.831769,8693.000000,26258.000000,21606.000000,0.097495,2.808885,3.217569,2.808901,3.355444,301.208625,300.000000,None,4,53700,2302
7551.556206,7551.556206,7551.556206,7837.393139,7837.393139,7838.000000,24199.000000,24199.000000,0.099449,2.532523,5.564216,2.532532,5.705968,301.170915,300.000000,None,4,67927,883
7738.202471,7738.202471,7738.202471,7820.231854,7820.231854,7821.000000,23984.000000,23984.000000,0.101584,2.843663,4.047484,2.843680,4.162153,301.278958,300.000000,None,4,68383,1550
7515.271029,7515.271029,7515.271029,7516.785049,7516.785049,7517.000000,23730.000000,23730.000000,0.100747,2.557851,3.743320,2.557864,3.888968,301.305699,300.000000,None,4,69965,1527
7823.887471,7823.887471,7823.887471,8047.468511,8047.468511,8048.000000,23004.000000,23004.000000,0.100695,4.649043,5.187107,4.649058,5.310367,301.261616,300.000000,None,4,73870,1373
8248.601500,8248.601500,8248.601500,8576.526632,8576.526632,8577.000000,25916.000000,25916.000000,0.107977,2.614033,3.177364,2.614053,3.321528,301.182545,300.000000,None,4,65641,889
7995.615735,7995.615735,7995.615735,8191.254769,8191.254769,8192.000000,26636.000000,26636.000000,0.098829,2.673146,3.223918,2.673165,3.350787,302.017003,300.000000,None,4,67353,1011
8040.855029,8040.855029,8040.855029,8506.651881,8506.651881,8507.000000,23572.000000,23572.000000,0.104527,2.960726,3.367115,2.960746,3.761186,301.382089,300.000000,None,4,72619,1061
7689.519500,7689.519500,7689.519500,7925.545969,7925.545969,7926.000000,23891.000000,16823.000000,0.100726,2.714312,3.919177,2.714326,4.030581,301.473111,300.000000,None,4,65979,945
7987.219265,7987.219265,7987.219265,8311.337142,8311.337142,8312.000000,24531.000000,16925.000000,0.111019,2.906816,3.501119,2.906838,217.584282,301.389409,300.000000,None,4,60417,1073
8486.976059,8486.976059,8486.976059,8701.756894,8701.756894,8702.000000,21852.000000,21852.000000,0.099766,4.726236,5.304969,4.726243,5.479769,302.041085,300.000000,None,4,66753,978
7515.271029,7515.271029,7515.271029,7516.785049,7516.785049,7517.000000,23730.000000,22256.000000,0.099995,2.654657,3.846483,2.654675,3.992573,301.327627,300.000000,None,4,57790,1869
11240.017382,11240.017382,11240.017382,11330.163414,11330.163414,11331.000000,22415.000000,22415.000000,0.109814,5.264134,5.746209,5.264149,5.856003,301.235693,300.000000,None,4,66891,1441
7615.363588,7615.363588,7615.363588,7748.377663,7748.377663,7749.000000,23557.000000,16984.000000,0.107899,2.597641,3.134035,2.597650,3.217917,302.169882,300.000000,None,4,64414,1786
8490.064206,8490.064206,8490.064206,8635.624206,8635.624206,8636.000000,23730.000000,23730.000000,0.110578,2.664122,3.142797,2.664132,3.489836,302.293160,300.000000,None,4,86512,1357
8451.077147,8451.077147,8451.077147,8989.227531,8989.227531,8990.000000,28250.000000,28250.000000,0.104627,2.568688,3.651120,2.568695,3.732302,302.123698,300.000000,None,4,75082,909
7515.271029,7515.271029,7515.271029,7516.785049,7516.785049,7517.000000,23730.000000,17363.000000,0.106772,2.527587,3.711178,2.527601,49.429939,301.351270,300.000000,None,4,80140,1144
9923.431206,9923.431206,9923.431206,11640.182687,11640.182687,11641.000000,28918.000000,18857.000000,0.095523,4.569955,5.231940,4.569968,72.254682,301.205037,300.000000,None,4,73854,881
7958.259265,7958.259265,7958.259265,8116.440465,8116.440465,8117.000000,25070.000000,17887.000000,0.106145,2.867685,3.422722,2.867698,3.554109,301.280408,300.000000,None,4,80354,1052
7515.271029,7515.271029,7515.271029,7516.785049,7516.785049,7517.000000,23730.000000,14314.000000,0.100356,2.760727,3.945210,2.760744,74.723632,301.273490,300.000000,None,4,78180,2913
7869.889029,7869.889029,7869.889029,8103.382885,8103.382885,8104.000000,23303.000000,16727.000000,0.102129,4.306200,6.172639,4.306215,6.277513,301.343305,300.000000,None,4,63287,1218
8577.600647,8577.600647,8577.600647,9581.370112,9581.370112,9582.000000,26707.000000,22745.000000,0.097801,4.164614,4.835267,4.164631,85.600161,301.307365,300.000000,None,4,60477,1396
8247.009441,8247.009441,8247.009441,8602.119042,8602.119042,8603.000000,26974.000000,26974.000000,0.100927,4.349487,5.542088,4.349505,5.635390,301.314272,300.000000,None,4,67968,1321
7520.150765,7520.150765,7520.150765,7520.150765,7520.150765,7521.000000,23408.000000,13057.000000,0.101428,2.918817,3.200587,2.918832,130.676218,301.529157,300.000000,None,4,64775,750
