lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
28694.000000,28694.000000,28694.000000,367068.347855,398839.604597,100000000000000007629769841091887003294964970946560.000000,1023155.000000,0.073166,0.800738,3.657210,30.963159,187.624578,300.799232,300.000000,None,64,103473,12291
39480.166667,39480.166667,39480.166667,327339.580130,327341.132354,100000000000000007629769841091887003294964970946560.000000,1158359.083333,0.014069,0.416053,4.383406,34.683743,34.683824,300.442388,300.000000,None,64,63510,10800
21421.000000,21421.000000,21421.000000,320965.807975,351786.958244,100000000000000007629769841091887003294964970946560.000000,1014600.083333,0.009688,0.144767,4.077892,205.720521,205.720615,300.391375,300.000000,None,64,82325,12518
28353.000000,28353.000000,28353.000000,367664.133642,388783.423059,100000000000000007629769841091887003294964970946560.000000,1071048.788889,0.013414,0.185596,1.188141,22.176527,291.302989,300.393710,300.000000,None,64,113687,13457
24522.000000,24522.000000,24522.000000,312072.902469,345265.764995,100000000000000007629769841091887003294964970946560.000000,1046309.555555,0.011731,0.269921,4.264839,7.325547,213.794739,300.409764,300.000000,None,64,101993,12125
28956.000000,28956.000000,28956.000000,335159.127210,364106.994363,100000000000000007629769841091887003294964970946560.000000,939949.250000,0.011641,0.186382,3.548511,44.261107,0.000000,300.261012,300.000000,None,64,93024,12442
16880.000000,16880.000000,16880.000000,320245.487676,377986.583852,100000000000000007629769841091887003294964970946560.000000,876327.000000,0.011292,0.258311,0.912414,111.607067,0.000000,300.318494,300.000000,None,64,111889,13405
42573.000000,42573.000000,42573.000000,365802.890327,400366.636039,100000000000000007629769841091887003294964970946560.000000,905899.166667,0.007462,0.206813,4.670427,29.963210,94.113916,300.374090,300.000000,None,64,125724,13593
22125.500000,22125.500000,22125.500000,336937.085263,365614.181696,100000000000000007629769841091887003294964970946560.000000,862975.750000,0.011849,0.225058,4.654420,113.108660,132.692242,300.421751,300.000000,None,64,117632,13678
28682.000000,28682.000000,28682.000000,355989.073860,381160.881869,100000000000000007629769841091887003294964970946560.000000,922082.833333,0.010853,0.356714,4.346943,7.198403,0.000000,300.354789,300.000000,None,64,116751,12348
