lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
-60670.366638,-60670.366638,-60670.366638,-54486.622283,-53723.907436,-52242.000000,-52242.000000,0.032629,4.589504,5.103025,4.589519,5.118647,302.559708,300.000000,None,16,108415,26278
-60707.119592,-60707.119592,-60707.119592,-54599.220606,-53874.976412,-52357.000000,-52357.000000,0.038151,5.563651,6.008962,5.563656,6.023908,302.541592,300.000000,None,16,115511,26206
-60665.259290,-60665.259290,-60665.259290,-54477.951111,-53723.309751,-52231.000000,-52231.000000,0.036239,4.685686,5.201486,4.685690,5.216547,301.086527,300.000000,None,16,118078,26208
-60669.126901,-60669.126901,-60669.126901,-54509.425714,-53747.653467,-52266.000000,-52266.000000,0.037635,4.245332,4.752222,4.245339,4.767475,301.179156,300.000000,None,16,98142,26605
-60682.771869,-60682.771869,-60682.771869,-54541.321008,-53676.418236,-52286.000000,-52286.000000,0.037865,5.255561,5.430129,5.255572,5.444327,300.689355,300.000000,None,16,140077,25412
-60673.257534,-60673.257534,-60673.257534,-54462.007692,-53701.627344,-52217.000000,-52217.000000,0.039901,4.557288,5.069583,4.557297,5.084753,300.795389,300.000000,None,16,118809,26330
-60666.498104,-60666.498104,-60666.498104,-54537.101560,-53722.503165,-52294.000000,-52294.000000,0.037235,4.395735,4.568640,4.395743,4.583400,301.084749,300.000000,None,16,107732,25829
-60671.783694,-60671.783694,-60671.783694,-54455.265136,-53692.266929,-52203.000000,-52203.000000,0.039818,4.573888,5.109421,4.573896,5.124651,300.987431,300.000000,None,16,108133,26509
-60673.745572,-60673.745572,-60673.745572,-54546.548365,-53661.343710,-52278.000000,-52278.000000,0.037379,5.232536,5.421124,5.232544,5.435410,301.041307,300.000000,None,16,98937,25649
-60665.435262,-60665.435262,-60665.435262,-54521.632462,-53723.122372,-52223.000000,-52223.000000,0.035486,4.547265,4.694428,4.547278,4.708686,301.126526,300.000000,None,16,99448,26241
-60675.985021,-60675.985021,-60675.985021,-54431.180294,-53692.741919,-52172.000000,-52172.000000,0.036606,5.541010,5.775922,5.541015,5.791055,300.955827,300.000000,None,16,113471,26261
