lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,heuristicPrimalBound,primalBound,vpcGenerationTime,heuristicTime,rootDualBoundTime,firstSolutionTime,bestSolutionTime,terminationTime,maxTime,vpcGenerator,terms,iterations,nodes
38893.903641,38962.268924,38956.149375,38956.149375,39358.375006,40560.054142,40005.054142,7.203925,7.640024,7.666349,7.639933,281.147850,300.623574,300.000000,New,16,291484,50474
32669.239698,32674.160191,32674.160191,32674.160191,33175.046753,33687.054152,33687.054152,1.796535,2.249008,2.276192,2.249009,2.284391,300.681893,300.000000,Old,16,333182,55580
45252.779627,45261.099544,45259.602747,45259.602747,45640.649920,47337.610470,46436.912253,1.812410,2.616930,2.644218,2.616943,248.949209,300.683764,300.000000,Old,16,294666,53055
38894.006206,38962.360180,38956.246924,38956.246924,39359.489415,40560.054142,40005.054142,1.730671,2.163528,2.189636,2.163533,266.137988,300.663218,300.000000,Old,16,299895,51980
38893.773016,38962.159444,38956.038617,38956.038617,39360.741324,40560.141700,40005.141700,1.735706,2.159409,2.185543,2.159413,285.857979,300.687219,300.000000,Old,16,293174,51355
38893.890325,38962.252995,38956.131767,38956.131767,39360.735430,40560.054142,40005.054142,1.733425,2.167338,2.193490,2.167343,278.291872,300.636501,300.000000,Old,16,296226,51694
38894.047504,38962.414635,38956.290116,38956.290116,39358.884146,40560.054142,40005.054142,1.736978,2.169873,2.196016,2.169878,275.874855,300.668535,300.000000,Old,16,296977,51258
32668.964538,32673.881718,32673.881718,32673.881718,33174.120776,33686.141710,33686.141710,1.750605,2.210044,2.237335,2.210048,2.245589,300.669607,300.000000,Old,16,333003,55606
38893.965218,38962.333804,38956.210171,38956.210171,39360.678014,40560.054142,40005.054142,1.732704,2.166382,2.192532,2.166388,277.592445,300.643240,300.000000,Old,16,295424,51590
32669.077692,32674.008027,32674.008027,32674.008027,33174.981353,33687.054152,33687.054152,1.794186,2.245144,2.272350,2.245156,2.280554,300.706439,300.000000,Old,16,332825,55573
38893.619116,38961.964301,38959.298167,38959.298167,39376.986790,40560.054142,40005.054142,1.727694,2.159397,2.187934,2.159410,32.136959,300.746161,300.000000,Old,16,322764,52175
