instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,4,163.480100,163.480100,163.480100,163.480100,168.000000,168.000000,0.000003,1.467865,5.895140,14.516438,873,67438,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,4,163.480100,163.480100,163.480100,163.480100,167.250000,168.000000,0.000003,1.694900,3359.461057,3600.004030,236230,23581434,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,4,163.480100,163.480100,163.480100,163.480100,167.250000,168.000000,0.000004,1.269313,470.407255,3600.003995,155061,33319883,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,4,162.855100,162.855100,162.855100,162.964100,166.625000,167.375000,0.000003,0.820599,2690.739463,3600.004184,95042,21328742,3600.000000,0,0,0,GUROBI,1,0,0,0
