instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,cutLimit,mipSolver,providePrimalBound,infeasibleTerms,feasibleToInfeasibleTerms,infeasibleToFeasibleTerms
0,None,16,197818.254988,197818.254988,197818.254988,389833.684790,405935.180000,405935.180000,0.000010,0.269967,0.545529,0.570177,221,1631,3600.000000,0,0,0,GUROBI,1,0,0,0
1,None,16,196451.887486,196451.887486,196451.887486,386455.800127,404627.180000,404627.180000,0.000002,0.501985,0.760908,0.761067,91,1254,3600.000000,0,0,0,GUROBI,1,0,0,0
2,None,16,196914.627504,196914.627504,196914.627504,387527.637587,404665.265236,404666.180000,0.000004,0.215524,0.794601,0.794754,314,2653,3600.000000,0,0,0,GUROBI,1,0,0,0
3,None,16,198045.995923,198045.995923,198045.995923,391341.184606,405913.180000,405913.180000,0.000002,0.260788,0.599410,0.599560,187,1910,3600.000000,0,0,0,GUROBI,1,0,0,0
