lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing
-78015.590783,-77716.458697,-77713.129916,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.720782,7.774118,300.023338,300.000000,308.000000,300.000000,1
-45156.129277,-44966.914508,-44966.698473,100000000000000007629769841091887003294964970946560.000000,-36504.479805,1.366110,11.003770,300.302673,300.000000,307.000000,300.000000,1
-1576.137798,-1562.224308,-1562.224308,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.503690,4.539322,300.006878,300.000000,308.000000,300.000000,1
-13.655481,3.434244,3.710860,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.969576,4.510512,300.044313,300.000000,310.000000,300.000000,1
-22277.702956,-22226.974130,-22226.974130,-14545.370687,-14545.370687,10.820887,16.220485,300.017508,300.000000,306.000000,300.000000,1
-47.733371,-28.254735,-28.254735,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,13.172360,19.433953,300.059369,300.000000,307.000000,300.000000,1
28.524509,50.655848,50.658581,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.894903,6.103392,300.219948,300.000000,309.000000,300.000000,1
-14173.530875,-14018.757813,-14018.757813,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,2.069502,6.586189,300.045580,300.000000,306.000000,300.000000,1
-1560.741447,-1525.386801,-1525.379371,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.660440,11.737388,300.116435,300.000000,308.000000,300.000000,1
-29726.492452,-29650.359316,-29650.352797,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.867425,5.121362,300.064177,300.000000,309.000000,300.000000,1
-1552.471327,-1515.586121,-1515.586121,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,1.576152,6.195522,300.009912,300.000000,306.000000,300.000000,1
-1599.455254,-1553.005963,-1552.484064,100000000000000007629769841091887003294964970946560.000000,100000000000000007629769841091887003294964970946560.000000,10.460188,17.732212,300.105843,300.000000,309.000000,300.000000,1
