lpBound,rootDualBound,dualBound,heuristicPrimalBound,primalBound,heuristicTime,rootDualBoundTime,terminationTime,maxTerminationTime,completionTime,maxCompletionTime,usePreprocessing
-391.873376,-354.960695,-354.960695,-99.440000,-331.520000,7.074797,62.263766,400.084812,400.000000,402.000000,400.000000,1
-388.600744,-348.437685,-348.437685,-94.240000,-327.560000,7.325286,76.317937,400.103448,400.000000,402.000000,400.000000,1
-392.376235,-354.498774,-354.498774,-96.640000,-311.400000,6.824221,64.764536,400.095814,400.000000,402.000000,400.000000,1
-386.067984,-346.597378,-346.597378,-88.920000,-327.920000,7.094468,66.859221,400.160324,400.000000,402.000000,400.000000,1
-407.161007,-367.468677,-367.468677,-114.960000,-359.640000,7.724652,71.306360,400.353015,400.000000,402.000000,400.000000,1
-372.244901,-334.661634,-334.661634,-71.080000,-327.920000,7.061378,64.733079,400.232735,400.000000,402.000000,400.000000,1
-394.239759,-352.407076,-352.407076,-93.480000,-344.120000,6.999970,77.205184,400.120437,400.000000,402.000000,400.000000,1
-386.547781,-348.651644,-348.651644,-88.320000,-320.280000,6.835719,69.932570,400.095953,400.000000,402.000000,400.000000,1
-400.349023,-359.956759,-359.956759,-104.400000,-354.080000,7.756858,71.228393,400.086576,400.000000,402.000000,400.000000,1
-392.624612,-353.641854,-353.641854,-96.840000,-347.520000,6.804583,66.057469,400.028588,400.000000,402.000000,400.000000,1
-392.705824,-355.258849,-355.258849,-98.560000,-325.120000,7.503597,72.086196,400.047199,400.000000,402.000000,400.000000,1
-390.030377,-351.795512,-351.795512,-95.480000,-307.560000,7.288073,56.919648,400.041774,400.000000,402.000000,400.000000,1
-405.452105,-363.945687,-363.945687,-113.560000,-350.200000,8.007436,78.455052,400.231356,400.000000,402.000000,400.000000,1
-379.325475,-338.372980,-338.372980,-80.880000,-332.840000,7.422362,74.183917,400.093243,400.000000,402.000000,400.000000,1
-402.766209,-365.024349,-365.024349,-112.280000,-330.560000,7.519685,73.022965,400.014516,400.000000,402.000000,400.000000,1
-393.584988,-355.577468,-355.577468,-102.240000,-345.120000,7.081991,66.459721,400.022351,400.000000,402.000000,400.000000,1
-386.618524,-347.020587,-347.020587,-92.840000,-317.640000,7.585462,65.368137,400.045361,400.000000,402.000000,400.000000,1
-390.166588,-352.114045,-352.114045,-93.800000,-343.320000,7.180469,70.674133,400.040725,400.000000,402.000000,400.000000,1
-384.534685,-346.255107,-346.255107,-91.600000,-341.400000,6.965758,52.019096,400.111595,400.000000,402.000000,400.000000,1
-392.279853,-351.868744,-351.868744,-95.440000,-329.480000,7.394459,68.420551,400.141834,400.000000,402.000000,400.000000,1
-400.746334,-362.214828,-362.214828,-106.000000,-343.280000,7.810526,72.913993,400.095140,400.000000,402.000000,400.000000,1
-373.539541,-336.001938,-336.001938,-75.280000,-332.880000,7.089938,74.282134,400.024810,400.000000,401.000000,400.000000,1
-391.214299,-353.498631,-353.498631,-98.800000,-343.760000,7.344624,74.487521,400.028058,400.000000,402.000000,400.000000,1
-397.290452,-359.886002,-359.886002,-105.080000,-352.800000,7.704737,66.252803,400.150235,400.000000,402.000000,400.000000,1
-382.655914,-345.193957,-345.193957,-88.680000,-330.680000,7.461887,68.513768,400.035387,400.000000,402.000000,400.000000,1
-392.069444,-353.837484,-353.837484,-101.440000,-337.920000,7.279905,68.143923,400.052508,400.000000,402.000000,400.000000,1
-381.704850,-343.848713,-343.848713,-89.160000,-305.080000,7.907971,71.642291,400.057824,400.000000,402.000000,400.000000,1
-422.315364,-381.630636,-381.630636,-132.000000,-353.560000,7.810552,74.787866,400.095987,400.000000,402.000000,400.000000,1
-403.311175,-360.467643,-360.467643,-105.200000,-330.760000,7.531285,67.188805,400.038252,400.000000,402.000000,400.000000,1
-405.617232,-366.927878,-366.927878,-112.760000,-361.400000,7.348657,64.270056,400.129044,400.000000,402.000000,400.000000,1
-385.126435,-346.033043,-346.033043,-86.080000,-338.720000,6.983626,72.333681,400.080068,400.000000,402.000000,400.000000,1
-398.939836,-360.303128,-360.303128,-103.280000,-346.480000,7.186549,69.905892,400.070331,400.000000,402.000000,400.000000,1
-399.816186,-362.453214,-362.453214,-107.280000,-329.640000,7.563396,72.255082,400.197390,400.000000,403.000000,400.000000,1
-386.614327,-347.493366,-347.493366,-88.240000,-298.960000,6.891639,65.765663,400.083042,400.000000,402.000000,400.000000,1
-398.186020,-356.854824,-356.854824,-101.400000,-324.440000,7.460742,72.732382,400.142751,400.000000,402.000000,400.000000,1
-404.472128,-364.821922,-364.821922,-111.080000,-343.480000,7.605842,57.728278,400.386961,400.000000,402.000000,400.000000,1
-402.285506,-363.416713,-363.416713,-107.680000,-356.320000,7.065046,75.000099,400.073343,400.000000,402.000000,400.000000,1
-398.225003,-359.878232,-359.878232,-109.240000,-341.920000,7.669864,68.293793,400.029555,400.000000,402.000000,400.000000,1
-398.506564,-359.575571,-359.575571,-106.200000,-335.120000,7.721281,64.793879,400.190385,400.000000,402.000000,400.000000,1
-400.410328,-360.378390,-360.378390,-108.000000,-311.400000,7.935859,68.873721,400.020035,400.000000,402.000000,400.000000,1
-387.789091,-349.956455,-349.956455,-95.960000,-324.320000,7.126160,70.669220,400.012711,400.000000,402.000000,400.000000,1
-395.992316,-356.401413,-356.401413,-99.400000,-328.120000,7.197978,67.913489,400.151630,400.000000,402.000000,400.000000,1
-382.094781,-342.558409,-342.558409,-84.040000,-334.680000,6.930332,65.507636,400.131287,400.000000,401.000000,400.000000,1
-380.420199,-339.455364,-339.455364,-80.880000,-328.840000,6.897585,75.718089,400.039437,400.000000,402.000000,400.000000,1
-400.218221,-362.024098,-362.024098,-111.160000,-353.440000,7.564651,64.875764,400.162944,400.000000,402.000000,400.000000,1
-395.111929,-356.563707,-356.563707,-99.960000,-343.080000,7.857815,75.534816,400.058186,400.000000,402.000000,400.000000,1
-399.044893,-357.233436,-357.233436,-103.960000,-349.600000,7.903981,73.655565,400.087855,400.000000,402.000000,400.000000,1
-390.526803,-353.192199,-353.192199,-96.600000,-347.160000,6.741474,73.077276,400.049394,400.000000,402.000000,400.000000,1
-378.361952,-338.769286,-338.769286,-82.040000,-318.320000,6.810976,69.405182,400.045204,400.000000,402.000000,400.000000,1
-403.114875,-365.069241,-365.069241,-110.320000,-335.040000,7.460453,70.276035,400.055445,400.000000,402.000000,400.000000,1
