instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,16,981.864286,995.276107,988.159333,991.324910,991.324910,100000000000000007629769841091887003294964970946560.000000,185.146125,193.014125,185.146125,300.094125,1382,31184,300.000000,16,39,CBC,1
1,Old,16,675.392825,680.963594,680.963594,707.480752,707.480752,1072.590000,86.130463,97.002463,300.014463,300.134463,1993,63100,300.000000,16,38,CBC,1
2,Old,16,889.012943,897.031299,895.017357,927.546445,927.726524,100000000000000007629769841091887003294964970946560.000000,97.880058,112.016058,97.880058,300.132058,1912,54021,300.000000,16,37,CBC,1
3,Old,16,828.602698,829.686402,829.686377,854.006854,854.006854,100000000000000007629769841091887003294964970946560.000000,67.427897,74.147897,67.427897,300.083897,1792,67172,300.000000,16,31,CBC,1
4,Old,16,821.742440,822.428609,822.329042,828.846086,828.846086,1152.300000,66.768015,76.112015,300.040015,300.136015,2270,78859,300.000000,16,32,CBC,1
5,Old,16,842.586059,843.725328,843.725328,851.878673,851.878673,1097.530000,74.866098,85.422098,300.046098,300.138098,2133,69336,300.000000,16,36,CBC,1
6,Old,16,972.743961,974.563252,974.117714,976.975170,976.975170,1083.990000,80.332411,83.364411,300.020411,300.060411,1720,72212,300.000000,16,29,CBC,1
7,Old,16,714.773620,717.569447,717.482180,794.384200,794.384200,1146.550000,75.335260,85.667260,300.023260,300.111260,1666,58092,300.000000,16,44,CBC,1
8,Old,16,524.246576,533.855766,530.026920,592.682828,592.687881,816.670000,160.050998,169.254998,300.014998,300.102998,1612,54857,300.000000,16,8,CBC,1
9,Old,16,974.758287,977.488804,976.132869,981.686776,981.697613,1207.150000,150.153338,162.077338,300.017338,300.129338,1156,39723,300.000000,16,37,CBC,1
10,Old,16,972.548806,974.602868,973.649487,983.910167,983.910167,1175.520000,80.780593,88.860593,300.044593,300.120593,1686,50055,300.000000,16,32,CBC,1
