instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,New,16,1167185.725592,1172486.600000,1172249.547306,1172621.853575,1201500.000000,1201500.000000,1.886191,1.942191,2.862191,2.862191,500,1059,300.000000,40,10,CBC,1
1,Farkas,16,1164307.120609,1169765.523625,1169373.909886,1169989.100889,1199950.000000,1199950.000000,0.096486,0.124486,0.964486,0.964486,440,890,300.000000,40,10,CBC,1
2,Farkas,16,1164080.677058,1169469.444959,1168788.681843,1169619.933539,1198502.000000,1198502.000000,0.093917,0.133917,1.061917,1.061917,482,1012,300.000000,40,10,CBC,1
3,Farkas,16,1165613.632719,1170940.110425,1170318.572352,1171258.201027,1199981.000000,1199981.000000,0.093881,0.141881,0.749881,0.749881,330,732,300.000000,40,10,CBC,1
4,Farkas,16,1167141.673075,1172410.812000,1172143.796837,1172582.814632,1200659.000000,1200659.000000,0.093729,0.141729,0.885729,0.889729,398,837,300.000000,40,10,CBC,1
5,Farkas,16,1167324.966214,1172655.933333,1172388.151609,1172833.898927,1201836.000000,1201836.000000,0.094258,0.130258,0.934258,0.934258,452,898,300.000000,40,10,CBC,1
6,Farkas,16,1168770.529693,1173745.020000,1173693.700178,1174169.149706,1203025.000000,1203025.000000,0.093244,0.149244,0.869244,0.873244,404,828,300.000000,40,10,CBC,1
7,Farkas,16,1167279.668428,1172583.878000,1172344.534778,1172738.439094,1202797.000000,1202797.000000,0.093793,0.129793,0.793793,0.793793,380,698,300.000000,40,10,CBC,1
8,Farkas,16,1167253.766085,1172367.367284,1171960.726234,1172715.663654,1201370.000000,1201370.000000,0.093944,0.153944,0.857944,0.857944,364,805,300.000000,40,10,CBC,1
9,Farkas,16,1168466.879247,1173137.718667,1172460.111843,1173319.327534,1199706.000000,1199706.000000,0.093817,0.133817,0.793817,0.793817,348,713,300.000000,40,10,CBC,1
10,Farkas,16,1167056.776774,1172313.525333,1171764.002850,1172608.011255,1200563.000000,1200563.000000,0.094203,0.142203,1.026203,1.026203,470,1019,300.000000,40,10,CBC,1
