instanceIndex,vpcGenerator,terms,lpBound,disjunctiveDualBound,lpBoundPostVpc,rootDualBound,dualBound,primalBound,vpcGenerationTime,rootDualBoundTime,bestSolutionTime,terminationTime,nodes,iterations,maxTime,actualTerms,numCuts,mipSolver,providePrimalBound
0,None,64,0.000000,0.000000,0.000000,0.000000,0.595814,100000000000000007629769841091887003294964970946560.000000,0.010597,0.066597,0.010597,300.022597,50720,828734,300.000000,0,0,CBC,1
1,None,64,1.000000,1.000000,1.000000,1.000000,4.113185,17.000000,0.001012,0.021012,300.145012,300.153012,39704,606710,300.000000,0,0,CBC,1
2,None,64,3.000000,3.000000,3.000000,3.000000,4.001682,12.000000,0.001024,0.021024,300.157024,300.161024,40542,615584,300.000000,0,0,CBC,1
3,None,64,1.000000,1.000000,1.000000,1.000000,4.540026,13.000000,0.001364,0.029364,300.149364,300.153364,40208,599722,300.000000,0,0,CBC,1
4,None,64,1.000000,1.000000,1.000000,1.000000,4.498841,15.000000,0.001031,0.029031,300.153031,300.157031,40342,607499,300.000000,0,0,CBC,1
5,None,64,3.000000,3.000000,3.000000,3.000000,5.017826,14.000000,0.001021,0.033021,300.157021,300.165021,39438,604156,300.000000,0,0,CBC,1
6,None,64,4.000000,4.000000,4.000000,4.000000,5.404076,13.000000,0.001364,0.025364,300.153364,300.157364,39724,617033,300.000000,0,0,CBC,1
7,None,64,1.000000,1.000000,1.000000,1.000000,4.379534,15.000000,0.001017,0.021017,300.161017,300.165017,42777,614005,300.000000,0,0,CBC,1
8,None,64,1.000000,1.000000,1.000000,1.000000,4.642592,19.000000,0.001348,0.029348,300.165348,300.169348,40755,608718,300.000000,0,0,CBC,1
9,None,64,1.000000,1.000000,1.000000,1.000000,4.821946,16.000000,0.001024,0.029024,300.149024,300.153024,39424,606147,300.000000,0,0,CBC,1
10,None,64,1.000000,1.000000,1.000000,1.000000,4.704394,18.000000,0.001711,0.025711,300.157711,300.161711,39633,603536,300.000000,0,0,CBC,1
